kind,depth,ps_budget,ps_population,avoid_ancestors,metrics,problem,pRef_method,pRef_size,runtime_seconds,mse,mae,r_sq,evs,cp
naive,3,,,,,SAT_M,BBO,10000,3.596,25.02731532252626,3.7873524133738266,0.5342268158676315,0.5343490569416954,
naive,4,,,,,SAT_M,BBO,10000,3.596,20.09560436783913,3.29697827182821,0.6260088821812966,0.6261882177712416,
naive,5,,,,,SAT_M,BBO,10000,3.596,22.322469591557088,3.214953636665309,0.5845655994113228,0.5850290588732315,
naive,3,,,,,SAT_M,ACO,10000,8.667,15.070106927589183,2.7451261044218005,0.7740889401025158,0.7742060448150689,
naive,4,,,,,SAT_M,ACO,10000,8.667,13.737205256404165,2.593318197079371,0.7940700345116918,0.7961167267286635,
naive,5,,,,,SAT_M,ACO,10000,8.667,13.348184484864397,2.4215928677715803,0.7999017180719321,0.802475159489093,
naive,3,,,,,SAT_M,BRO,10000,2.561,11.490579886268335,2.6163456910159355,0.5326918606162303,0.5326995219129521,
naive,4,,,,,SAT_M,BRO,10000,2.561,10.045662284262045,2.389604945238369,0.5914549311348324,0.5915508647896117,
naive,5,,,,,SAT_M,BRO,10000,2.561,9.099662704393108,2.274356446569244,0.6299276024797029,0.6299301045096171,
naive,3,,,,,SAT_M,PSO,10000,2.206,16.24169321483518,2.968187610793939,0.4786083324377425,0.4829986749212446,
naive,4,,,,,SAT_M,PSO,10000,2.206,14.032012486971523,2.6086622213980695,0.549543616354365,0.5545136711990877,
naive,5,,,,,SAT_M,PSO,10000,2.206,12.38857680332551,2.4140628832098883,0.6023012728556493,0.6104838554914931,
naive,3,,,,,SAT_L,CRO,10000,2.686,24.53758882290206,3.7746419001277354,0.7179315149634901,0.7186565731971409,
naive,4,,,,,SAT_L,CRO,10000,2.686,17.002149974590747,3.05925259507792,0.8045541181609404,0.8059305071397388,
naive,5,,,,,SAT_L,CRO,10000,2.686,13.517154785669566,2.5801596108809175,0.8446154021115881,0.8454775246088875,
naive,3,,,,,SAT_L,BBO,10000,7.402,79.81793815759856,5.926790381335838,0.6118983493876664,0.6282155749971219,
naive,4,,,,,SAT_L,BBO,10000,7.402,64.632500844102,4.738090342309565,0.6857350510449001,0.6955919723748909,
naive,5,,,,,SAT_L,BBO,10000,7.402,51.50603902200434,4.361975614040625,0.7495603216225127,0.7591121589971395,
naive,3,,,,,SAT_L,ACO,10000,15.845,50.45173131761477,5.0407897510090285,0.7530902155785261,0.7531413264420073,
naive,4,,,,,SAT_L,ACO,10000,15.845,44.493158818027354,4.638248059821066,0.7822513526279337,0.7829558934399791,
naive,5,,,,,SAT_L,ACO,10000,15.845,36.20670449617524,4.3525933739690705,0.8228050976985721,0.8228052111446856,
naive,3,,,,,SAT_L,BRO,10000,4.826,21.6222663998427,3.5906694213301633,0.5591726149994523,0.5592507191328785,
naive,4,,,,,SAT_L,BRO,10000,4.826,18.880600379959922,3.1568116000220185,0.6150687657424002,0.6151021480455925,
naive,5,,,,,SAT_L,BRO,10000,4.826,18.549984823328398,3.1202501676092296,0.6218092428309369,0.6219627829814776,
naive,3,,,,,SAT_L,PSO,10000,4.418,30.762891841182824,3.9687074829931968,0.5534923546205068,0.5539440641880503,
naive,4,,,,,SAT_L,PSO,10000,4.418,21.39790337978478,3.6432368188986066,0.6894203736277141,0.6895360244106096,
naive,5,,,,,SAT_L,PSO,10000,4.418,18.627304013762732,3.1749389736614435,0.7296342067614477,0.7308217684496154,
naive,3,,,,,GC_S,CRO,10000,1.284,232.09041585705793,10.464126624568264,0.8091748966915988,0.8110886800841177,
naive,4,,,,,GC_S,CRO,10000,1.284,234.31343909109438,10.157334680514225,0.8073471235079218,0.8073659371379701,
naive,5,,,,,GC_S,CRO,10000,1.284,202.78596031508442,8.369995182725118,0.8332690659210495,0.8333081007163692,
naive,3,,,,,GC_S,BBO,10000,6.555,536.2277129303399,15.825666602126695,0.8146793827136002,0.8186365249124622,
naive,4,,,,,GC_S,BBO,10000,6.555,262.6795803518241,12.158239541322517,0.9092177804214747,0.9099837509708767,
naive,5,,,,,GC_S,BBO,10000,6.555,197.7594305162933,9.530578262511344,0.9316542229098717,0.9340582278684816,
naive,3,,,,,GC_S,ACO,10000,27.975,626.8920527843883,17.987259450644302,0.403411522300121,0.40525642706458165,
naive,4,,,,,GC_S,ACO,10000,27.975,578.358189274988,17.327825859543754,0.44959928878936284,0.4513060283875695,
naive,5,,,,,GC_S,ACO,10000,27.975,776.3162884132438,20.15676012959814,0.2612103620376106,0.2616239941750067,
naive,3,,,,,GC_S,BRO,10000,2.443,9276.07225092723,77.61448846906994,0.6664363015080343,0.6664916685272892,
naive,4,,,,,GC_S,BRO,10000,2.443,7892.701531786791,70.31086252072646,0.7161817369660052,0.7168199538381931,
naive,5,,,,,GC_S,BRO,10000,2.443,6676.418606195906,64.76341514702472,0.7599187648909623,0.7601129089094084,
naive,3,,,,,GC_S,PSO,10000,2.109,624.2985991042225,18.76063319861389,0.7122396112195455,0.7173700553644069,
naive,4,,,,,GC_S,PSO,10000,2.109,594.0428360782142,18.305145172873708,0.7261855181040169,0.7296199766454771,
naive,5,,,,,GC_S,PSO,10000,2.109,585.9005768258706,17.147369376912916,0.7299385614255423,0.7324951502057091,
naive,3,,,,,GC_L,CRO,10000,0.941,109.13335788884814,7.122582020790897,0.7101645998213819,0.7142564310961697,
naive,4,,,,,GC_L,CRO,10000,0.941,82.91883168452355,6.076978240179895,0.7797849051056903,0.7804299141306702,
naive,5,,,,,GC_L,CRO,10000,0.941,70.62266166948376,5.447139577145139,0.8124409639488825,0.8125576717860803,
naive,3,,,,,GC_L,BBO,10000,3.937,83.23509576373125,7.112722923036478,0.8379525141334279,0.8379779935958414,
naive,4,,,,,GC_L,BBO,10000,3.937,68.97899798320522,6.281310890998079,0.865707210423558,0.8657137059217379,
naive,5,,,,,GC_L,BBO,10000,3.937,63.72788115047156,5.608872651689741,0.87593042543795,0.8767132221468465,
naive,3,,,,,GC_L,ACO,10000,20.833,201.22425103457414,10.823124976620656,0.21320643400918815,0.237945465299914,
naive,4,,,,,GC_L,ACO,10000,20.833,173.45804216323214,9.955621054391907,0.3217732413378699,0.3426320727870066,
naive,5,,,,,GC_L,ACO,10000,20.833,174.96922503060466,10.144599513256232,0.315864465676034,0.3361799750846436,
naive,3,,,,,GC_L,BRO,10000,1.816,3071.378958276594,44.000672718981185,0.5892997261580584,0.5910369626280008,
naive,4,,,,,GC_L,BRO,10000,1.816,2618.2383964255023,39.837189592540184,0.6498930151560274,0.6504220939494533,
naive,5,,,,,GC_L,BRO,10000,1.816,2199.043836429739,36.75486867951957,0.7059470947476634,0.7060861815515922,
naive,3,,,,,GC_L,PSO,10000,1.782,110.02096119544662,7.833438766011632,0.7315946364065445,0.7338007962592556,
naive,4,,,,,GC_L,PSO,10000,1.782,102.52621424344794,7.550911163948084,0.7498787002688716,0.7501154895410913,
naive,5,,,,,GC_L,PSO,10000,1.782,90.28666652184302,6.790948020941572,0.7797381036111211,0.7800022950102559,
naive,3,,,,,BT,CRO,10000,5.52,16.8788318892177,2.9224044660781425,0.8645338927971866,0.8649640218634,
naive,4,,,,,BT,CRO,10000,5.52,11.635214329976051,2.2670205767561056,0.9066181118398887,0.9072264979086324,
naive,5,,,,,BT,CRO,10000,5.52,15.891696363389404,2.1661584466605097,0.8724564438269758,0.8729119726530584,
naive,3,,,,,BT,BBO,10000,15.022,56.975856231046585,5.228877179512622,0.8183800953323558,0.8186639466758249,
naive,4,,,,,BT,BBO,10000,15.022,47.99618011640361,4.174627677276156,0.8470042885919402,0.847982931944214,
naive,5,,,,,BT,BBO,10000,15.022,49.3564254578666,3.991854239912272,0.8426682830347917,0.8428436436729223,
naive,3,,,,,BT,ACO,10000,46.736,42.93880704866262,4.925438899788083,0.726690502822098,0.7287280758009738,
naive,4,,,,,BT,ACO,10000,46.736,35.88649404131914,4.501531097062422,0.7715791304869007,0.7717978862952914,
naive,5,,,,,BT,ACO,10000,46.736,33.364932349834724,4.379284864732825,0.787629104982504,0.7886197297919694,
naive,3,,,,,BT,BRO,10000,8.104,19.672344137009276,3.4431059506827184,0.41498393286982904,0.4152134904940604,
naive,4,,,,,BT,BRO,10000,8.104,17.035774824066316,3.1279707418771125,0.49339021731827093,0.49454413615070913,
naive,5,,,,,BT,BRO,10000,8.104,16.03753361607104,2.982596095416142,0.5230759091443926,0.5241211213350532,
naive,3,,,,,BT,PSO,10000,7.77,56.1323044033661,5.449004513517655,0.6520040125913275,0.6520040306892312,
naive,4,,,,,BT,PSO,10000,7.77,48.07242904180978,5.160327408163515,0.701971750681685,0.7023416005388982,
naive,5,,,,,BT,PSO,10000,7.77,50.06154418670796,5.170399834344042,0.6896400978789741,0.6909336599793411,
naive,3,,,,,SAT_S,CRO,10000,0.722,6.469867199556329,2.0753038194444446,0.4961101298793976,0.5143010955581189,
naive,4,,,,,SAT_S,CRO,10000,0.722,5.514487640949634,1.725649541007773,0.5705175430230891,0.5909246708859398,
naive,5,,,,,SAT_S,CRO,10000,0.722,8.672948877984389,2.32684659090909,0.3245284719306347,0.3276334578534187,
naive,3,,,,,SAT_S,BBO,10000,1.538,7.9437722114034806,1.9889150121908743,-0.04386131715473862,-0.020085195766853303,
naive,4,,,,,SAT_S,BBO,10000,1.538,7.136155002907182,1.6930841302038062,0.06226463164922813,0.08706316166172356,
naive,5,,,,,SAT_S,BBO,10000,1.538,7.278410560344829,1.758189655172414,0.04357136230468717,0.05221455078124948,
naive,3,,,,,SAT_S,ACO,10000,3.482,4.474739078474232,1.6851318058635134,0.4557924764205482,0.45588032836015124,
naive,4,,,,,SAT_S,ACO,10000,3.482,4.689725535460621,1.757146644447811,0.42964631564829237,0.43547483355120875,
naive,5,,,,,SAT_S,ACO,10000,3.482,4.473934078945284,1.6522963913849675,0.45589037862053094,0.47411827636443105,
naive,3,,,,,SAT_S,BRO,10000,1.217,7.069889733335154,2.1537794237639996,0.32886410458360504,0.3336349709293496,
naive,4,,,,,SAT_S,BRO,10000,1.217,7.151137126674086,2.068449883449884,0.3211513899394618,0.3264205013223521,
naive,5,,,,,SAT_S,BRO,10000,1.217,9.627172348484851,2.4062121212121212,0.08610442621707548,0.0912058666237785,
naive,3,,,,,SAT_S,PSO,10000,1.15,2.779055521053165,1.2973399616256756,0.5542189743441135,0.5641481383693399,
naive,4,,,,,SAT_S,PSO,10000,1.15,2.4911932489655926,1.1790726817042605,0.6003942083136031,0.6104656679888538,
naive,5,,,,,SAT_S,PSO,10000,1.15,2.2876236373684162,1.0435374149659855,0.6330482771375933,0.633071990075734,
naive,3,,,,,SAT_M,CRO,10000,1.363,20.59328172168953,3.3260402094589767,0.6466863797194533,0.647554833451871,
naive,4,,,,,SAT_M,CRO,10000,1.363,11.571117022720832,2.5021771617222135,0.8014773312365511,0.8020839536642458,
naive,5,,,,,SAT_M,CRO,10000,1.363,10.168572979576176,2.3026957588772143,0.8255404174499755,0.8295222215592499,
naive,3,,,,,SAT_M,BBO,10000,3.503,30.189536113939823,4.251763166028606,0.326712580851246,0.3358853911248654,
naive,4,,,,,SAT_M,BBO,10000,3.503,26.945736731341537,3.5359457671957677,0.39905583602095596,0.4021465089673173,
naive,5,,,,,SAT_M,BBO,10000,3.503,28.163099476775198,3.5373633865267062,0.3719061965582148,0.3802037724352202,
naive,3,,,,,SAT_M,ACO,10000,8.357,12.623392701133598,2.573084577444178,0.758031637176946,0.758202008372703,
naive,4,,,,,SAT_M,ACO,10000,8.357,11.952037269002478,2.4800823940898544,0.7709003467727857,0.7709074351773869,
naive,5,,,,,SAT_M,ACO,10000,8.357,12.973708009435851,2.3828352015057415,0.7513167053334537,0.7514107159087602,
naive,3,,,,,SAT_M,BRO,10000,2.583,12.915092591536487,2.8767441353909278,0.44668271796193126,0.44721286172258723,
naive,4,,,,,SAT_M,BRO,10000,2.583,10.183278573014508,2.514250884906496,0.5637209735569884,0.5641004559295268,
naive,5,,,,,SAT_M,BRO,10000,2.583,8.742368274947438,2.296519497344386,0.6254534438537641,0.6256727908319837,
naive,3,,,,,SAT_M,PSO,10000,2.297,18.49163122735347,3.1651683278380904,0.3846902498436998,0.40753353079402066,
naive,4,,,,,SAT_M,PSO,10000,2.297,16.31830286228597,2.8451981905507364,0.45700783593849204,0.46522838049493886,
naive,5,,,,,SAT_M,PSO,10000,2.297,14.940479106435857,2.894053228563332,0.5028549751415208,0.5127941669493983,
naive,3,,,,,SAT_L,CRO,10000,2.583,32.529063113342296,4.253213554045472,0.8102757350257371,0.8110043082166057,
naive,4,,,,,SAT_L,CRO,10000,2.583,34.176012541779066,4.01965710167296,0.8006699782084808,0.8044799440749806,
naive,5,,,,,SAT_L,CRO,10000,2.583,29.761713043098336,3.456741918942387,0.8264161770721039,0.8279513695538047,
naive,3,,,,,SAT_L,BBO,10000,6.923,64.72249763972222,6.276392950128152,0.6275683054391881,0.6289935296704995,
naive,4,,,,,SAT_L,BBO,10000,6.923,68.282009051886,5.789724032298751,0.6070858624651843,0.6097122741554168,
naive,5,,,,,SAT_L,BBO,10000,6.923,59.7671444375592,5.447325544498729,0.6560828198280187,0.6560864544980469,
naive,3,,,,,SAT_L,ACO,10000,16.392,46.590103326391116,5.0215052282696435,0.7617148129560607,0.7617155386104422,
naive,4,,,,,SAT_L,ACO,10000,16.392,37.34674172983344,4.552834131778817,0.8089900063918921,0.8109540741729998,
naive,5,,,,,SAT_L,ACO,10000,16.392,34.727222453002426,4.171927491443575,0.8223875435570718,0.8251908315956558,
naive,3,,,,,SAT_L,BRO,10000,5.029,32.866197670070015,4.577970125507339,0.34777899861212225,0.3495860228182074,
naive,4,,,,,SAT_L,BRO,10000,5.029,29.72131376951926,4.333040053413614,0.41018838796274193,0.4113565246786167,
naive,5,,,,,SAT_L,BRO,10000,5.029,27.280528175848072,4.102792502440264,0.4586251326101777,0.4596026303164983,
naive,3,,,,,SAT_L,PSO,10000,4.635,33.27241332868981,4.36961459818358,0.6491589381659859,0.6491677222110368,
naive,4,,,,,SAT_L,PSO,10000,4.635,27.49802927296948,3.75542990238411,0.7100469481078272,0.7101214984671125,
naive,5,,,,,SAT_L,PSO,10000,4.635,26.60011582574258,3.7490466925170924,0.7195149991370109,0.7208713211556442,
naive,3,,,,,GC_S,CRO,10000,1.361,259.6582469907898,10.067684368159465,0.7701481093418933,0.7835579693630899,
naive,4,,,,,GC_S,CRO,10000,1.361,171.62156165060864,8.486427897382724,0.848079000454438,0.8553266112481909,
naive,5,,,,,GC_S,CRO,10000,1.361,143.03542739513247,7.464024306651429,0.8733837118640498,0.8813696681988631,
naive,3,,,,,GC_S,BBO,10000,6.806,586.0391020530393,16.066685574455335,0.7598284367643864,0.7600012725284699,
naive,4,,,,,GC_S,BBO,10000,6.806,458.67771463919,12.330441234953573,0.8120239018858799,0.8124892171468607,
naive,5,,,,,GC_S,BBO,10000,6.806,396.1758963112955,10.834271224533852,0.8376385056901158,0.8399371541328583,
naive,3,,,,,GC_S,ACO,10000,28.724,620.7401856429254,17.17681146932832,0.4624673136385201,0.47454468332536404,
naive,4,,,,,GC_S,ACO,10000,28.724,607.1142618439227,16.65014564949556,0.4742667421163922,0.48745309628952405,
naive,5,,,,,GC_S,ACO,10000,28.724,740.0561398712872,18.92473168478861,0.3591451397474803,0.3717729112202798,
naive,3,,,,,GC_S,BRO,10000,2.498,12322.304305513779,89.222564604518,0.5178289137761233,0.5183305685109325,
naive,4,,,,,GC_S,BRO,10000,2.498,9899.351605921396,79.3802811237871,0.6126389189558179,0.6126472763179196,
naive,5,,,,,GC_S,BRO,10000,2.498,8946.084555114894,74.61719134319289,0.649940205951557,0.6499495947324121,
naive,3,,,,,GC_S,PSO,10000,2.186,446.2477793645488,16.782441297061187,-0.46295614097692184,-0.4563002947824233,
naive,4,,,,,GC_S,PSO,10000,2.186,426.1810941304165,16.144838700394256,-0.3971705354235937,-0.3921469884141311,
naive,5,,,,,GC_S,PSO,10000,2.186,560.0619811875368,18.167019400352736,-0.8360788615525363,-0.8354582391910101,
naive,3,,,,,GC_L,CRO,10000,0.922,136.28671133814333,7.754687321087971,0.7231155686460025,0.727254270030856,
naive,4,,,,,GC_L,CRO,10000,0.922,121.3045357587196,6.852500344746024,0.753553834600355,0.7603411211799531,
naive,5,,,,,GC_L,CRO,10000,0.922,109.80536048756291,6.220973025530811,0.776915925993803,0.7854443087895772,
naive,3,,,,,GC_L,BBO,10000,4.117,117.31330477548035,8.249777717106909,0.76380786528417,0.7654885997630615,
naive,4,,,,,GC_L,BBO,10000,4.117,126.81551058073234,8.63075184011882,0.7446766484290405,0.7451199100143158,
naive,5,,,,,GC_L,BBO,10000,4.117,193.1158994986585,8.896880212761106,0.6111911037077076,0.615090771682944,
naive,3,,,,,GC_L,ACO,10000,16.827,212.26224743283353,10.418016997238704,0.09262751627012344,0.09525423089581275,
naive,4,,,,,GC_L,ACO,10000,16.827,227.74274269034018,10.635769277412384,0.026451945243923136,0.027900698110839284,
naive,5,,,,,GC_L,ACO,10000,16.827,235.2438666822046,10.319419817107171,-0.005613641498804167,-0.004822722769759258,
naive,3,,,,,GC_L,BRO,10000,1.676,3756.0014301427655,48.11060317735269,0.6000035852882397,0.600158303831813,
naive,4,,,,,GC_L,BRO,10000,1.676,3087.185021053315,43.12514697220612,0.6712293743918412,0.6716404109664044,
naive,5,,,,,GC_L,BRO,10000,1.676,2638.41071319276,39.21588076454041,0.7190217188564573,0.7192057546697014,
naive,3,,,,,GC_L,PSO,10000,1.447,137.23140969829967,8.553941625145377,0.6510400362132516,0.6541400706136393,
naive,4,,,,,GC_L,PSO,10000,1.447,120.87012024771262,7.712505807892242,0.6926444690958797,0.6931385626903994,
naive,5,,,,,GC_L,PSO,10000,1.447,108.38405230322722,6.557856313627296,0.7243947646537668,0.7248223556556161,
naive,3,,,,,BT,CRO,10000,4.092,17.778625251545495,2.992229283682578,0.8700661918646131,0.8702202409469415,
naive,4,,,,,BT,CRO,10000,4.092,15.968079066750063,2.757299551902902,0.8832984388616083,0.8841408220596045,
naive,5,,,,,BT,CRO,10000,4.092,16.03024584701703,2.4362479391090917,0.8828440974046443,0.8834723298753309,
naive,3,,,,,BT,BBO,10000,13.582,59.80112667332377,5.70408722984449,0.8120913632951545,0.8126487443998501,
naive,4,,,,,BT,BBO,10000,13.582,47.008598384913505,4.473631625746279,0.8522883743617646,0.8524803686621963,
naive,5,,,,,BT,BBO,10000,13.582,38.68603169422964,4.0912976033139925,0.8784397572491572,0.8788373782685455,
naive,3,,,,,BT,ACO,10000,42.111,61.635710618764854,5.910879220310495,0.7195092148309699,0.7196051750731232,
naive,4,,,,,BT,ACO,10000,42.111,44.97783338284141,5.100708052250679,0.7953156104780249,0.7953576402917105,
naive,5,,,,,BT,ACO,10000,42.111,38.782047001122294,4.712261207513406,0.8235112939462852,0.823726440772224,
naive,3,,,,,BT,BRO,10000,7.521,12.578510232266007,2.6566894057496517,0.4472650643424171,0.44741907997393593,
naive,4,,,,,BT,BRO,10000,7.521,11.165350822675226,2.4715363864383884,0.5093632429749239,0.5093632674161033,
naive,5,,,,,BT,BRO,10000,7.521,9.723586531921823,2.2571553341399633,0.5727184001253123,0.5727197903431795,
naive,3,,,,,BT,PSO,10000,7.273,47.501670311946285,4.934301262261267,0.7293271058933215,0.7424345423156564,
naive,4,,,,,BT,PSO,10000,7.273,42.693705312380224,4.827277998993677,0.756723738320137,0.761902838927382,
naive,5,,,,,BT,PSO,10000,7.273,42.24996436569963,4.3755987957144065,0.7592522524857002,0.7640197293052492,
naive,3,,,,,SAT_S,CRO,10000,0.734,9.056397534740396,2.234749694749694,0.30668508907086056,0.3501028901406886,
naive,4,,,,,SAT_S,CRO,10000,0.734,7.410208844985006,2.0336700336700337,0.43270950003914865,0.47522234873949676,
naive,5,,,,,SAT_S,CRO,10000,0.734,6.6550278243109,1.70253896430367,0.49052258300901563,0.5001957263626287,
naive,3,,,,,SAT_S,BBO,10000,1.523,7.608040702595684,2.200226487741353,0.20694568283552672,0.33608424896476263,
naive,4,,,,,SAT_S,BBO,10000,1.523,8.050424734115692,2.3008165035129493,0.16083202759155957,0.2614751648918654,
naive,5,,,,,SAT_S,BBO,10000,1.523,9.072824643118873,2.37504105090312,0.05425811541113379,0.18279335963016952,
naive,3,,,,,SAT_S,ACO,10000,3.322,1.9763319954581167,1.1631873601438798,0.712412166513173,0.7348325498723157,
naive,4,,,,,SAT_S,ACO,10000,3.322,1.9153863018056996,1.1589308520343002,0.7212807371977191,0.7227045272313344,
naive,5,,,,,SAT_S,ACO,10000,3.322,2.208577170641208,1.1193655856813762,0.6786167885492638,0.6791350116516397,
naive,3,,,,,SAT_S,BRO,10000,1.24,6.779354890186974,2.115678531754913,0.3139560741209233,0.31460335341973944,
naive,4,,,,,SAT_S,BRO,10000,1.24,5.039596333165182,1.7700212444981012,0.49001276533627713,0.4901582971599465,
naive,5,,,,,SAT_S,BRO,10000,1.24,4.0026113104465555,1.6179632854157622,0.5949515519298891,0.5955970839327862,
naive,3,,,,,SAT_S,PSO,10000,1.091,2.671733427200873,1.213104296066252,0.43634315881838115,0.4394815160051705,
naive,4,,,,,SAT_S,PSO,10000,1.091,2.177213539859527,1.1426413557372854,0.5406722489747833,0.5472374667314727,
naive,5,,,,,SAT_S,PSO,10000,1.091,2.4761962050150905,1.1917953975848714,0.4775957373385884,0.4775981071612171,
naive,3,,,,,SAT_M,CRO,10000,1.281,13.313029096898367,2.8335443594478122,0.7253263064233867,0.73004085736845,
naive,4,,,,,SAT_M,CRO,10000,1.281,12.902882327783727,2.6182430759916153,0.7337884322973156,0.7358703695028075,
naive,5,,,,,SAT_M,CRO,10000,1.281,13.751157768598489,2.532039033346226,0.7162868594544227,0.7166758232697363,
naive,3,,,,,SAT_M,BBO,10000,3.307,24.56477874263056,3.8410107345420426,0.5467537986356606,0.5490066330903693,
naive,4,,,,,SAT_M,BBO,10000,3.307,24.53153452299773,3.397976965164465,0.5473671897198535,0.5490907480339097,
naive,5,,,,,SAT_M,BBO,10000,3.307,21.29902985829572,3.3260822510822496,0.6070103265670856,0.6080328767636884,
naive,3,,,,,SAT_M,ACO,10000,7.997,14.50121327342581,2.80683149440067,0.6237022898999061,0.6284961712827862,
naive,4,,,,,SAT_M,ACO,10000,7.997,8.58593810351765,2.160314563142011,0.7772001013642381,0.7846030948433965,
naive,5,,,,,SAT_M,ACO,10000,7.997,7.5793215727616525,1.9093108115320823,0.8033211912572148,0.8096041730085493,
naive,3,,,,,SAT_M,BRO,10000,2.407,9.502127523674913,2.349333953163102,0.624065940005648,0.6241161995667678,
naive,4,,,,,SAT_M,BRO,10000,2.407,7.8721759574997,2.144868102920828,0.6885519520423944,0.6887957392385657,
naive,5,,,,,SAT_M,BRO,10000,2.407,7.531973770556754,2.0962579294431274,0.7020114208863737,0.7021646352139783,
naive,3,,,,,SAT_M,PSO,10000,2.229,17.236811404217402,3.0067179332047016,0.4308260617006525,0.4360403310710319,
naive,4,,,,,SAT_M,PSO,10000,2.229,16.97865337438065,2.8234915845530955,0.4393506559019811,0.4496304066717276,
naive,5,,,,,SAT_M,PSO,10000,2.229,15.409818682314118,2.721063132282646,0.4911548904140366,0.5139968764461116,
naive,3,,,,,SAT_L,CRO,10000,2.517,27.070628968965238,3.9537793634874503,0.7786568353045408,0.7786786963394565,
naive,4,,,,,SAT_L,CRO,10000,2.517,20.36076739233424,3.266550482283882,0.8335200598621466,0.8344319461922781,
naive,5,,,,,SAT_L,CRO,10000,2.517,13.670372232583553,2.667411717326401,0.888224117142091,0.8898074361858813,
naive,3,,,,,SAT_L,BBO,10000,7.776,121.67573049762947,7.082886163624496,0.4308343021167609,0.4486149907423954,
naive,4,,,,,SAT_L,BBO,10000,7.776,79.25534330297624,5.769429850736535,0.6292652396864549,0.6383332336372282,
naive,5,,,,,SAT_L,BBO,10000,7.776,69.85724997901873,5.28471076754705,0.6732269428430782,0.685211958129019,
naive,3,,,,,SAT_L,ACO,10000,19.957,71.1396009250421,5.981734520083679,0.6406759973172673,0.6419246004483714,
naive,4,,,,,SAT_L,ACO,10000,19.957,67.55677212041914,5.647955186448742,0.6587727587590501,0.6639909539072153,
naive,5,,,,,SAT_L,ACO,10000,19.957,70.83280466433928,5.700711235575182,0.6422256160805211,0.6562363433485011,
naive,3,,,,,SAT_L,BRO,10000,5.363,16.815092034381625,3.0663616915063803,0.5593310543976789,0.559414599359114,
naive,4,,,,,SAT_L,BRO,10000,5.363,15.525840139498575,2.8328264829451077,0.5931181589804105,0.5931686582488652,
naive,5,,,,,SAT_L,BRO,10000,5.363,16.782918824037825,2.808103784756028,0.560174209739907,0.5609061673281941,
naive,3,,,,,SAT_L,PSO,10000,5.372,32.93930137164033,4.393247708537089,0.7086778478785363,0.7144959376631386,
naive,4,,,,,SAT_L,PSO,10000,5.372,29.586376185595316,4.178247351349444,0.7383318277878331,0.7487980072324492,
naive,5,,,,,SAT_L,PSO,10000,5.372,28.994874526573277,4.023711904413399,0.7435631936369606,0.7478688985079743,
naive,3,,,,,GC_S,CRO,10000,1.681,428.0209493147824,12.14943501162349,0.7311725899337354,0.7341920712486896,
naive,4,,,,,GC_S,CRO,10000,1.681,324.6901210273133,11.222443303680127,0.7960716538533688,0.7977279619204053,
naive,5,,,,,GC_S,CRO,10000,1.681,326.7461973382858,10.739806797219893,0.7947802925999952,0.7975996045136142,
naive,3,,,,,GC_S,BBO,10000,8.052,787.0055285523238,17.83392571967279,0.7549189212398904,0.7558842829371034,
naive,4,,,,,GC_S,BBO,10000,8.052,587.6367360970786,14.052765379172177,0.8170042776361934,0.8198963545171147,
naive,5,,,,,GC_S,BBO,10000,8.052,519.8288279944344,12.892480305951073,0.8381203113403424,0.8408803043083034,
naive,3,,,,,GC_S,ACO,10000,33.424,631.5853515238123,19.93872373244784,0.5947480921739747,0.6214799960428099,
naive,4,,,,,GC_S,ACO,10000,33.424,528.0106753552532,17.43538928128462,0.6612059905696579,0.6682179400196472,
naive,5,,,,,GC_S,ACO,10000,33.424,590.340624712845,17.632802378850908,0.6212124555218279,0.6354854373064527,
naive,3,,,,,GC_S,BRO,10000,2.681,9865.903650051852,78.08647063200874,0.625793943210001,0.6261850040471907,
naive,4,,,,,GC_S,BRO,10000,2.681,8332.778020175158,70.33397886075436,0.6839442066698338,0.6842283222335845,
naive,5,,,,,GC_S,BRO,10000,2.681,7411.146347680876,65.7931208175154,0.7189009796335597,0.7193555440177881,
naive,3,,,,,GC_S,PSO,10000,2.558,285.9523088015272,13.820471041675859,0.602646221672667,0.6055964020952377,
naive,4,,,,,GC_S,PSO,10000,2.558,300.824541881043,13.823150654413809,0.5819800552371583,0.6054253405300348,
naive,5,,,,,GC_S,PSO,10000,2.558,279.22082309285076,13.629399238692349,0.61200016356357,0.6305679254182974,
naive,3,,,,,GC_L,CRO,10000,1.057,73.64646409678947,6.071907490204869,0.7301301570696817,0.7301516641065768,
naive,4,,,,,GC_L,CRO,10000,1.057,37.37713610563058,4.596486983427598,0.8630353544637944,0.8635000703018075,
naive,5,,,,,GC_L,CRO,10000,1.057,38.89193343919552,4.56389805325576,0.8574845364646686,0.8576025952308586,
naive,3,,,,,GC_L,BBO,10000,4.621,171.05736559680756,9.18890124228942,0.6845805855513889,0.6903947939117185,
naive,4,,,,,GC_L,BBO,10000,4.621,132.35062316216923,7.675429634777318,0.75595347260218,0.7583912086741867,
naive,5,,,,,GC_L,BBO,10000,4.621,118.58318295278272,6.8124027149398465,0.7813397979097761,0.7842602746201395,
naive,3,,,,,GC_L,ACO,10000,19.665,148.47995084128877,9.102643627681111,0.34297365069467867,0.34309965163628575,
naive,4,,,,,GC_L,ACO,10000,19.665,138.93939394281392,9.147103392412316,0.38519077990187345,0.3888173355634701,
