problem,pRef_method,ps_budget,ps_population,metrics,depth,order
GC_S,ACO,5000,100,simplicity variance,0,2
GC_S,ACO,5000,100,simplicity variance,1,2
GC_S,ACO,5000,100,simplicity variance,1,2
GC_S,ACO,5000,100,simplicity variance,2,1
GC_S,ACO,5000,100,simplicity variance,2,2
GC_S,ACO,5000,100,simplicity variance,2,1
GC_S,ACO,5000,100,simplicity variance,2,1
GC_S,ACO,5000,100,simplicity variance,3,1
GC_S,ACO,5000,100,simplicity variance,3,1
GC_S,ACO,5000,100,simplicity variance,3,1
GC_S,ACO,5000,100,simplicity variance,3,2
GC_S,ACO,5000,100,simplicity variance,3,1
GC_S,ACO,5000,100,simplicity variance,3,1
GC_S,ACO,5000,100,simplicity variance,3,1
GC_S,ACO,5000,100,simplicity variance,3,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,0,3
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,1,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,1,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,2,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,3
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,ACO,5000,100,simplicity variance,0,2
GC_S,ACO,5000,100,simplicity variance,1,1
GC_S,ACO,5000,100,simplicity variance,1,2
GC_S,ACO,5000,100,simplicity variance,2,1
GC_S,ACO,5000,100,simplicity variance,2,1
GC_S,ACO,5000,100,simplicity variance,2,2
GC_S,ACO,5000,100,simplicity variance,2,2
GC_S,ACO,5000,100,simplicity variance,3,1
GC_S,ACO,5000,100,simplicity variance,3,2
GC_S,ACO,5000,100,simplicity variance,3,3
GC_S,ACO,5000,100,simplicity variance,3,1
GC_S,ACO,5000,100,simplicity variance,3,2
GC_S,ACO,5000,100,simplicity variance,3,2
GC_S,ACO,5000,100,simplicity variance,3,1
GC_S,ACO,5000,100,simplicity variance,3,1
GC_S,ACO,5000,100,simplicity variance,4,4
GC_S,ACO,5000,100,simplicity variance,4,2
GC_S,ACO,5000,100,simplicity variance,4,1
GC_S,ACO,5000,100,simplicity variance,4,1
GC_S,ACO,5000,100,simplicity variance,4,1
GC_S,ACO,5000,100,simplicity variance,4,3
GC_S,ACO,5000,100,simplicity variance,4,1
GC_S,ACO,5000,100,simplicity variance,4,1
GC_S,ACO,5000,100,simplicity variance,4,3
GC_S,ACO,5000,100,simplicity variance,4,0
GC_S,ACO,5000,100,simplicity variance,4,2
GC_S,ACO,5000,100,simplicity variance,4,1
GC_S,ACO,5000,100,simplicity variance,4,1
GC_S,ACO,5000,100,simplicity variance,4,1
GC_S,ACO,5000,100,simplicity variance,4,1
GC_S,ACO,5000,100,simplicity variance,4,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,0,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,1,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,1,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,2,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,2,3
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,5
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,3
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,3
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,ACO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,BBO,5000,100,simplicity variance,0,3
GC_S,BBO,5000,100,simplicity variance,1,2
GC_S,BBO,5000,100,simplicity variance,1,3
GC_S,BBO,5000,100,simplicity variance,2,0
GC_S,BBO,5000,100,simplicity variance,2,3
GC_S,BBO,5000,100,simplicity variance,2,4
GC_S,BBO,5000,100,simplicity variance,2,1
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,0,2
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,1,3
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,1,3
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,2,1
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,2,3
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,2,3
GC_S,BBO,5000,100,simplicity variance,0,2
GC_S,BBO,5000,100,simplicity variance,1,3
GC_S,BBO,5000,100,simplicity variance,1,2
GC_S,BBO,5000,100,simplicity variance,2,0
GC_S,BBO,5000,100,simplicity variance,2,4
GC_S,BBO,5000,100,simplicity variance,2,2
GC_S,BBO,5000,100,simplicity variance,2,1
GC_S,BBO,5000,100,simplicity variance,3,0
GC_S,BBO,5000,100,simplicity variance,3,3
GC_S,BBO,5000,100,simplicity variance,3,2
GC_S,BBO,5000,100,simplicity variance,3,2
GC_S,BBO,5000,100,simplicity variance,3,3
GC_S,BBO,5000,100,simplicity variance,3,1
GC_S,BBO,5000,100,simplicity variance,3,1
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,0,3
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,1,2
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,1,2
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,2,29
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,2,4
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,2,3
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,29
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,10
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,12
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,29
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,10
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,BBO,5000,100,simplicity variance,0,5
GC_S,BBO,5000,100,simplicity variance,1,1
GC_S,BBO,5000,100,simplicity variance,1,2
GC_S,BBO,5000,100,simplicity variance,2,0
GC_S,BBO,5000,100,simplicity variance,2,6
GC_S,BBO,5000,100,simplicity variance,2,3
GC_S,BBO,5000,100,simplicity variance,2,1
GC_S,BBO,5000,100,simplicity variance,3,0
GC_S,BBO,5000,100,simplicity variance,3,5
GC_S,BBO,5000,100,simplicity variance,3,3
GC_S,BBO,5000,100,simplicity variance,3,7
GC_S,BBO,5000,100,simplicity variance,3,1
GC_S,BBO,5000,100,simplicity variance,3,2
GC_S,BBO,5000,100,simplicity variance,3,0
GC_S,BBO,5000,100,simplicity variance,4,0
GC_S,BBO,5000,100,simplicity variance,4,3
GC_S,BBO,5000,100,simplicity variance,4,3
GC_S,BBO,5000,100,simplicity variance,4,4
GC_S,BBO,5000,100,simplicity variance,4,4
GC_S,BBO,5000,100,simplicity variance,4,3
GC_S,BBO,5000,100,simplicity variance,4,3
GC_S,BBO,5000,100,simplicity variance,4,2
GC_S,BBO,5000,100,simplicity variance,4,1
GC_S,BBO,5000,100,simplicity variance,4,1
GC_S,BBO,5000,100,simplicity variance,4,1
GC_S,BBO,5000,100,simplicity variance,4,0
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,0,3
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,1,3
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,1,5
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,2,3
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,2,6
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,2,3
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,17
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,11
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,3
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,6
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,24
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,12
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,25
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,14
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,4
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,11
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,3
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,16
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,14
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,6
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,4
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,3
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,4
GC_S,BBO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,BRO,5000,100,simplicity variance,0,1
GC_S,BRO,5000,100,simplicity variance,1,1
GC_S,BRO,5000,100,simplicity variance,1,3
GC_S,BRO,5000,100,simplicity variance,2,2
GC_S,BRO,5000,100,simplicity variance,2,1
GC_S,BRO,5000,100,simplicity variance,2,0
GC_S,BRO,5000,100,simplicity variance,2,1
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,0,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,1,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,1,4
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,2,4
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,2,1
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,BRO,5000,100,simplicity variance,0,1
GC_S,BRO,5000,100,simplicity variance,1,1
GC_S,BRO,5000,100,simplicity variance,1,2
GC_S,BRO,5000,100,simplicity variance,2,1
GC_S,BRO,5000,100,simplicity variance,2,2
GC_S,BRO,5000,100,simplicity variance,2,4
GC_S,BRO,5000,100,simplicity variance,2,2
GC_S,BRO,5000,100,simplicity variance,3,1
GC_S,BRO,5000,100,simplicity variance,3,2
GC_S,BRO,5000,100,simplicity variance,3,1
GC_S,BRO,5000,100,simplicity variance,3,0
GC_S,BRO,5000,100,simplicity variance,3,1
GC_S,BRO,5000,100,simplicity variance,3,0
GC_S,BRO,5000,100,simplicity variance,3,2
GC_S,BRO,5000,100,simplicity variance,3,3
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,0,1
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,1,1
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,1,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,2,8
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,2,4
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,4
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,4
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,5
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,4
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,BRO,5000,100,simplicity variance,0,1
GC_S,BRO,5000,100,simplicity variance,1,1
GC_S,BRO,5000,100,simplicity variance,1,4
GC_S,BRO,5000,100,simplicity variance,2,2
GC_S,BRO,5000,100,simplicity variance,2,2
GC_S,BRO,5000,100,simplicity variance,2,4
GC_S,BRO,5000,100,simplicity variance,2,2
GC_S,BRO,5000,100,simplicity variance,3,2
GC_S,BRO,5000,100,simplicity variance,3,3
GC_S,BRO,5000,100,simplicity variance,3,1
GC_S,BRO,5000,100,simplicity variance,3,2
GC_S,BRO,5000,100,simplicity variance,3,0
GC_S,BRO,5000,100,simplicity variance,3,4
GC_S,BRO,5000,100,simplicity variance,3,3
GC_S,BRO,5000,100,simplicity variance,3,1
GC_S,BRO,5000,100,simplicity variance,4,3
GC_S,BRO,5000,100,simplicity variance,4,1
GC_S,BRO,5000,100,simplicity variance,4,3
GC_S,BRO,5000,100,simplicity variance,4,4
GC_S,BRO,5000,100,simplicity variance,4,1
GC_S,BRO,5000,100,simplicity variance,4,3
GC_S,BRO,5000,100,simplicity variance,4,2
GC_S,BRO,5000,100,simplicity variance,4,2
GC_S,BRO,5000,100,simplicity variance,4,1
GC_S,BRO,5000,100,simplicity variance,4,2
GC_S,BRO,5000,100,simplicity variance,4,4
GC_S,BRO,5000,100,simplicity variance,4,1
GC_S,BRO,5000,100,simplicity variance,4,4
GC_S,BRO,5000,100,simplicity variance,4,1
GC_S,BRO,5000,100,simplicity variance,4,1
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,0,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,1,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,1,3
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,2,4
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,2,7
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,2,1
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,3
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,3
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,6
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,9
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,4
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,3
GC_S,BRO,5000,100,simplicity variance estimated_atomicity,4,4
GC_S,CRO,5000,100,simplicity variance,0,2
GC_S,CRO,5000,100,simplicity variance,1,4
GC_S,CRO,5000,100,simplicity variance,1,1
GC_S,CRO,5000,100,simplicity variance,2,5
GC_S,CRO,5000,100,simplicity variance,2,1
GC_S,CRO,5000,100,simplicity variance,2,2
GC_S,CRO,5000,100,simplicity variance,2,1
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,0,4
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,1,11
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,1,4
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,2,13
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,2,18
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,CRO,5000,100,simplicity variance,0,2
GC_S,CRO,5000,100,simplicity variance,1,4
GC_S,CRO,5000,100,simplicity variance,1,1
GC_S,CRO,5000,100,simplicity variance,2,4
GC_S,CRO,5000,100,simplicity variance,2,1
GC_S,CRO,5000,100,simplicity variance,2,2
GC_S,CRO,5000,100,simplicity variance,2,1
GC_S,CRO,5000,100,simplicity variance,3,5
GC_S,CRO,5000,100,simplicity variance,3,4
GC_S,CRO,5000,100,simplicity variance,3,3
GC_S,CRO,5000,100,simplicity variance,3,1
GC_S,CRO,5000,100,simplicity variance,3,1
GC_S,CRO,5000,100,simplicity variance,3,2
GC_S,CRO,5000,100,simplicity variance,3,1
GC_S,CRO,5000,100,simplicity variance,3,1
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,0,3
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,1,8
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,1,3
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,2,8
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,2,1
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,2,4
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,2,3
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,13
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,12
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,5
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,CRO,5000,100,simplicity variance,0,6
GC_S,CRO,5000,100,simplicity variance,1,2
GC_S,CRO,5000,100,simplicity variance,1,1
GC_S,CRO,5000,100,simplicity variance,2,4
GC_S,CRO,5000,100,simplicity variance,2,1
GC_S,CRO,5000,100,simplicity variance,2,1
GC_S,CRO,5000,100,simplicity variance,2,1
GC_S,CRO,5000,100,simplicity variance,3,8
GC_S,CRO,5000,100,simplicity variance,3,2
GC_S,CRO,5000,100,simplicity variance,3,1
GC_S,CRO,5000,100,simplicity variance,3,5
GC_S,CRO,5000,100,simplicity variance,3,1
GC_S,CRO,5000,100,simplicity variance,3,1
GC_S,CRO,5000,100,simplicity variance,3,0
GC_S,CRO,5000,100,simplicity variance,3,0
GC_S,CRO,5000,100,simplicity variance,4,4
GC_S,CRO,5000,100,simplicity variance,4,7
GC_S,CRO,5000,100,simplicity variance,4,4
GC_S,CRO,5000,100,simplicity variance,4,1
GC_S,CRO,5000,100,simplicity variance,4,3
GC_S,CRO,5000,100,simplicity variance,4,3
GC_S,CRO,5000,100,simplicity variance,4,3
GC_S,CRO,5000,100,simplicity variance,4,1
GC_S,CRO,5000,100,simplicity variance,4,1
GC_S,CRO,5000,100,simplicity variance,4,1
GC_S,CRO,5000,100,simplicity variance,4,1
GC_S,CRO,5000,100,simplicity variance,4,1
GC_S,CRO,5000,100,simplicity variance,4,1
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,0,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,1,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,1,3
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,2,10
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,2,1
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,14
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,5
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,6
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,6
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,27
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,28
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,26
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,32
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,14
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,1
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,4
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,6
GC_S,CRO,5000,100,simplicity variance estimated_atomicity,4,2
GC_S,PSO,5000,100,simplicity variance,0,2
GC_S,PSO,5000,100,simplicity variance,1,3
GC_S,PSO,5000,100,simplicity variance,1,1
GC_S,PSO,5000,100,simplicity variance,2,2
GC_S,PSO,5000,100,simplicity variance,2,2
GC_S,PSO,5000,100,simplicity variance,2,2
GC_S,PSO,5000,100,simplicity variance,2,1
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,0,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,1,6
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,1,3
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,2,12
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,2,4
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,2,3
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,PSO,5000,100,simplicity variance,0,3
GC_S,PSO,5000,100,simplicity variance,1,6
GC_S,PSO,5000,100,simplicity variance,1,1
GC_S,PSO,5000,100,simplicity variance,2,6
GC_S,PSO,5000,100,simplicity variance,2,4
GC_S,PSO,5000,100,simplicity variance,2,1
GC_S,PSO,5000,100,simplicity variance,2,2
GC_S,PSO,5000,100,simplicity variance,3,4
GC_S,PSO,5000,100,simplicity variance,3,3
GC_S,PSO,5000,100,simplicity variance,3,5
GC_S,PSO,5000,100,simplicity variance,3,3
GC_S,PSO,5000,100,simplicity variance,3,1
GC_S,PSO,5000,100,simplicity variance,3,2
GC_S,PSO,5000,100,simplicity variance,3,2
GC_S,PSO,5000,100,simplicity variance,3,1
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,0,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,1,3
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,1,4
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,2,5
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,2,4
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,2,1
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,20
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,5
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,4
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,4
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,1
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,3
GC_S,PSO,5000,100,simplicity variance,0,4
GC_S,PSO,5000,100,simplicity variance,1,3
GC_S,PSO,5000,100,simplicity variance,1,2
GC_S,PSO,5000,100,simplicity variance,2,4
GC_S,PSO,5000,100,simplicity variance,2,4
GC_S,PSO,5000,100,simplicity variance,2,3
GC_S,PSO,5000,100,simplicity variance,2,2
GC_S,PSO,5000,100,simplicity variance,3,6
GC_S,PSO,5000,100,simplicity variance,3,3
GC_S,PSO,5000,100,simplicity variance,3,5
GC_S,PSO,5000,100,simplicity variance,3,1
GC_S,PSO,5000,100,simplicity variance,3,4
GC_S,PSO,5000,100,simplicity variance,3,2
GC_S,PSO,5000,100,simplicity variance,3,1
GC_S,PSO,5000,100,simplicity variance,3,3
GC_S,PSO,5000,100,simplicity variance,4,2
GC_S,PSO,5000,100,simplicity variance,4,3
GC_S,PSO,5000,100,simplicity variance,4,4
GC_S,PSO,5000,100,simplicity variance,4,1
GC_S,PSO,5000,100,simplicity variance,4,3
GC_S,PSO,5000,100,simplicity variance,4,3
GC_S,PSO,5000,100,simplicity variance,4,1
GC_S,PSO,5000,100,simplicity variance,4,1
GC_S,PSO,5000,100,simplicity variance,4,1
GC_S,PSO,5000,100,simplicity variance,4,2
GC_S,PSO,5000,100,simplicity variance,4,1
GC_S,PSO,5000,100,simplicity variance,4,2
GC_S,PSO,5000,100,simplicity variance,4,2
GC_S,PSO,5000,100,simplicity variance,4,0
GC_S,PSO,5000,100,simplicity variance,4,1
GC_S,PSO,5000,100,simplicity variance,4,1
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,0,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,1,3
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,1,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,2,8
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,2,3
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,2,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,2,4
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,18
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,10
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,2
GC_S,PSO,5000,100,simplicity variance estimated_atomicity,3,3
