fitness,error,experience,time_stamp,accuracy,correct_count
0.23076923076923078,0.45664145971641634,26,0.0,0.23076923076923078,0
0.42105263157894735,0.3269853601605745,19,0.0,0.42105263157894735,0
0.375,0.3984952504215666,16,0.0,0.375,0
0.23076923076923078,0.3678089606851982,13,0.0,0.23076923076923078,0
