total_ps_budget,island_amount,pRef_origin_method,miner_algorith,population_size,ps_budget_per_run,mined_count,target_count,found_count,uses_custom_crowding_operator,runtime
continuous,2 5 10 20,GA SA uniform,MOEAD NSGAII NSGAIII,continuous,continuous,continuous,continuous,continuous,False True,continuous
,,,,,,,,,,
10000.0,5,GA,NSGAIII,200.0,1000.0,45.0,30.0,1.0,False,7.3538806438446045
10000.0,5,GA,NSGAIII,500.0,1000.0,57.0,30.0,2.0,False,14.045576810836792
10000.0,5,GA,NSGAIII,100.0,1000.0,50.0,30.0,0.0,True,14.205434083938599
10000.0,5,GA,NSGAIII,200.0,1000.0,90.0,30.0,0.0,True,12.535034656524658
10000.0,5,GA,NSGAIII,500.0,1000.0,98.0,30.0,0.0,True,13.224151611328125
10000.0,5,GA,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,26.928406476974487
10000.0,5,GA,MOEAD,200.0,1000.0,100.0,30.0,0.0,False,33.62662100791931
10000.0,5,GA,MOEAD,500.0,1000.0,250.0,30.0,1.0,False,33.3522310256958
10000.0,5,GA,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,25.77471089363098
10000.0,5,GA,MOEAD,200.0,1000.0,100.0,30.0,0.0,True,29.42099690437317
10000.0,5,GA,MOEAD,500.0,1000.0,250.0,30.0,3.0,True,30.414135694503784
10000.0,5,GA,NSGAII,100.0,1000.0,50.0,30.0,3.0,False,33.930399894714355
10000.0,5,GA,NSGAII,200.0,1000.0,90.0,30.0,4.0,False,26.917199850082397
10000.0,5,GA,NSGAII,500.0,1000.0,97.0,30.0,0.0,False,27.950910568237305
10000.0,5,GA,NSGAII,100.0,1000.0,50.0,30.0,1.0,True,24.714380264282227
10000.0,5,GA,NSGAII,200.0,1000.0,90.0,30.0,1.0,True,17.71568536758423
10000.0,5,GA,NSGAII,500.0,1000.0,107.0,30.0,2.0,True,33.37332797050476
10000.0,5,GA,NSGAIII,100.0,1000.0,46.0,30.0,2.0,False,43.4441192150116
10000.0,5,GA,NSGAIII,200.0,1000.0,40.0,30.0,1.0,False,36.85575795173645
10000.0,5,GA,NSGAIII,500.0,1000.0,37.0,30.0,2.0,False,33.13414669036865
10000.0,5,GA,NSGAIII,100.0,1000.0,50.0,30.0,0.0,True,41.239798069000244
10000.0,5,GA,NSGAIII,200.0,1000.0,90.0,30.0,0.0,True,38.830405473709106
10000.0,5,GA,NSGAIII,500.0,1000.0,200.0,30.0,0.0,True,41.07871055603027
10000.0,5,GA,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,53.030930519104004
10000.0,5,GA,MOEAD,200.0,1000.0,100.0,30.0,1.0,False,59.68168783187866
10000.0,5,GA,MOEAD,500.0,1000.0,250.0,30.0,2.0,False,48.90244674682617
10000.0,5,GA,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,59.81510877609253
10000.0,5,GA,MOEAD,200.0,1000.0,100.0,30.0,0.0,True,58.056599617004395
10000.0,5,GA,MOEAD,500.0,1000.0,250.0,30.0,3.0,True,47.73360252380371
10000.0,5,GA,NSGAII,100.0,1000.0,50.0,30.0,4.0,False,73.4404730796814
10000.0,5,GA,NSGAII,200.0,1000.0,90.0,30.0,2.0,False,69.5692286491394
10000.0,5,GA,NSGAII,500.0,1000.0,108.0,30.0,1.0,False,54.794058322906494
10000.0,5,GA,NSGAII,100.0,1000.0,50.0,30.0,5.0,True,77.20684623718262
10000.0,5,GA,NSGAII,200.0,1000.0,90.0,30.0,3.0,True,76.68111968040466
10000.0,5,GA,NSGAII,500.0,1000.0,100.0,30.0,1.0,True,70.76192545890808
10000.0,5,GA,NSGAIII,100.0,1000.0,42.0,30.0,1.0,False,79.24940514564514
10000.0,5,GA,NSGAIII,200.0,1000.0,39.0,30.0,0.0,False,76.20397472381592
10000.0,5,GA,NSGAIII,500.0,1000.0,41.0,30.0,0.0,False,66.91988253593445
10000.0,5,GA,NSGAIII,100.0,1000.0,50.0,30.0,0.0,True,49.876009941101074
10000.0,5,GA,NSGAIII,200.0,1000.0,90.0,30.0,0.0,True,77.27276539802551
10000.0,5,GA,NSGAIII,500.0,1000.0,126.0,30.0,0.0,True,60.467952251434326
10000.0,5,GA,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,80.12755012512207
10000.0,5,GA,MOEAD,200.0,1000.0,100.0,30.0,0.0,False,77.84604001045227
10000.0,5,GA,MOEAD,500.0,1000.0,250.0,30.0,0.0,False,86.00812482833862
10000.0,5,GA,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,75.6847493648529
10000.0,5,GA,MOEAD,200.0,1000.0,100.0,30.0,0.0,True,69.61836504936218
10000.0,5,GA,MOEAD,500.0,1000.0,250.0,30.0,0.0,True,62.17895221710205
10000.0,5,SA,NSGAII,100.0,1000.0,50.0,30.0,0.0,False,12.820707082748413
10000.0,5,SA,NSGAII,200.0,1000.0,78.0,30.0,0.0,False,7.961023569107056
10000.0,5,SA,NSGAII,500.0,1000.0,75.0,30.0,0.0,False,6.2829389572143555
10000.0,5,SA,NSGAII,100.0,1000.0,50.0,30.0,0.0,True,8.644721031188965
10000.0,5,SA,NSGAII,200.0,1000.0,85.0,30.0,0.0,True,7.74018931388855
10000.0,5,SA,NSGAII,500.0,1000.0,82.0,30.0,0.0,True,13.075392961502075
10000.0,5,SA,NSGAIII,100.0,1000.0,34.0,30.0,0.0,False,13.074700117111206
10000.0,5,SA,NSGAIII,200.0,1000.0,32.0,30.0,0.0,False,11.073498725891113
10000.0,5,SA,NSGAIII,500.0,1000.0,32.0,30.0,0.0,False,9.588781595230103
10000.0,5,SA,NSGAIII,100.0,1000.0,50.0,30.0,0.0,True,7.211787939071655
10000.0,5,SA,NSGAIII,200.0,1000.0,51.0,30.0,0.0,True,13.510709762573242
10000.0,5,SA,NSGAIII,500.0,1000.0,200.0,30.0,0.0,True,6.758610010147095
10000.0,5,SA,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,18.294344425201416
10000.0,5,SA,MOEAD,200.0,1000.0,100.0,30.0,0.0,False,22.694599390029907
10000.0,5,SA,MOEAD,500.0,1000.0,250.0,30.0,0.0,False,23.88852548599243
10000.0,5,SA,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,14.695244312286377
10000.0,5,SA,MOEAD,200.0,1000.0,100.0,30.0,0.0,True,12.986253261566162
10000.0,5,SA,MOEAD,500.0,1000.0,250.0,30.0,0.0,True,14.5730562210083
10000.0,5,SA,NSGAII,100.0,1000.0,50.0,30.0,2.0,False,24.680617570877075
10000.0,5,SA,NSGAII,200.0,1000.0,74.0,30.0,2.0,False,21.464275121688843
10000.0,5,SA,NSGAII,500.0,1000.0,69.0,30.0,5.0,False,24.1406192779541
10000.0,5,SA,NSGAII,100.0,1000.0,50.0,30.0,0.0,True,12.172590732574463
10000.0,5,SA,NSGAII,200.0,1000.0,73.0,30.0,5.0,True,11.905968427658081
10000.0,5,SA,NSGAII,500.0,1000.0,66.0,30.0,2.0,True,11.153917074203491
10000.0,5,SA,NSGAIII,100.0,1000.0,40.0,30.0,3.0,False,23.704567432403564
10000.0,5,SA,NSGAIII,200.0,1000.0,42.0,30.0,1.0,False,18.559711456298828
10000.0,5,SA,NSGAIII,500.0,1000.0,28.0,30.0,1.0,False,20.692083597183228
10000.0,5,SA,NSGAIII,100.0,1000.0,50.0,30.0,0.0,True,20.918853521347046
10000.0,5,SA,NSGAIII,200.0,1000.0,67.0,30.0,0.0,True,21.67941975593567
10000.0,5,SA,NSGAIII,500.0,1000.0,200.0,30.0,0.0,True,22.262672901153564
10000.0,5,SA,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,25.93301224708557
10000.0,5,SA,MOEAD,200.0,1000.0,100.0,30.0,0.0,False,26.124672412872314
10000.0,5,SA,MOEAD,500.0,1000.0,250.0,30.0,0.0,False,23.297891855239868
10000.0,5,SA,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,21.904362678527832
10000.0,5,SA,MOEAD,200.0,1000.0,100.0,30.0,0.0,True,23.421586513519287
10000.0,5,SA,MOEAD,500.0,1000.0,250.0,30.0,0.0,True,23.684797048568726
10000.0,5,SA,NSGAII,100.0,1000.0,50.0,30.0,0.0,False,47.837852478027344
10000.0,5,SA,NSGAII,200.0,1000.0,90.0,30.0,1.0,False,52.64113450050354
10000.0,5,SA,NSGAII,500.0,1000.0,127.0,30.0,2.0,False,56.14626216888428
10000.0,5,SA,NSGAII,100.0,1000.0,50.0,30.0,0.0,True,51.643280267715454
10000.0,5,SA,NSGAII,200.0,1000.0,90.0,30.0,3.0,True,48.081002950668335
10000.0,5,SA,NSGAII,500.0,1000.0,139.0,30.0,3.0,True,47.34824514389038
10000.0,5,SA,NSGAIII,100.0,1000.0,33.0,30.0,3.0,False,32.426886796951294
10000.0,5,SA,NSGAIII,200.0,1000.0,31.0,30.0,2.0,False,31.32834267616272
10000.0,5,SA,NSGAIII,500.0,1000.0,31.0,30.0,3.0,False,30.655138969421387
10000.0,5,SA,NSGAIII,100.0,1000.0,34.0,30.0,0.0,True,41.015371799468994
10000.0,5,SA,NSGAIII,200.0,1000.0,48.0,30.0,0.0,True,33.22319722175598
10000.0,5,SA,NSGAIII,500.0,1000.0,182.0,30.0,0.0,True,47.415231466293335
10000.0,5,SA,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,51.5764844417572
10000.0,5,SA,MOEAD,200.0,1000.0,100.0,30.0,0.0,False,41.58764719963074
10000.0,5,SA,MOEAD,500.0,1000.0,250.0,30.0,0.0,False,46.11880612373352
10000.0,5,SA,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,47.606207609176636
10000.0,5,SA,MOEAD,200.0,1000.0,100.0,30.0,0.0,True,44.602757930755615
10000.0,5,SA,MOEAD,500.0,1000.0,250.0,30.0,0.0,True,43.73456573486328
10000.0,5,uniform,NSGAII,100.0,1000.0,50.0,30.0,5.0,False,11.793708801269531
10000.0,5,uniform,NSGAII,200.0,1000.0,90.0,30.0,6.0,False,11.579697370529175
10000.0,5,uniform,NSGAII,500.0,1000.0,162.0,30.0,4.0,False,11.778789520263672
10000.0,5,uniform,NSGAII,100.0,1000.0,50.0,30.0,7.0,True,11.837013006210327
10000.0,5,uniform,NSGAII,200.0,1000.0,90.0,30.0,6.0,True,13.452854871749878
10000.0,5,uniform,NSGAII,500.0,1000.0,176.0,30.0,3.0,True,11.869905233383179
10000.0,5,uniform,NSGAIII,100.0,1000.0,46.0,30.0,1.0,False,15.553037643432617
10000.0,5,uniform,NSGAIII,200.0,1000.0,39.0,30.0,1.0,False,16.450758934020996
10000.0,5,uniform,NSGAIII,500.0,1000.0,42.0,30.0,1.0,False,16.70672059059143
10000.0,5,uniform,NSGAIII,100.0,1000.0,50.0,30.0,0.0,True,16.55634379386902
10000.0,5,uniform,NSGAIII,200.0,1000.0,90.0,30.0,0.0,True,16.40691375732422
10000.0,5,uniform,NSGAIII,500.0,1000.0,200.0,30.0,0.0,True,19.156083583831787
10000.0,5,uniform,MOEAD,100.0,1000.0,50.0,30.0,3.0,False,30.640376806259155
10000.0,5,uniform,MOEAD,200.0,1000.0,100.0,30.0,3.0,False,30.600255250930786
10000.0,5,uniform,MOEAD,500.0,1000.0,250.0,30.0,1.0,False,25.054558038711548
10000.0,5,uniform,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,25.277381420135498
10000.0,5,uniform,MOEAD,200.0,1000.0,100.0,30.0,1.0,True,22.056727170944214
10000.0,5,uniform,MOEAD,500.0,1000.0,250.0,30.0,1.0,True,20.714871406555176
10000.0,5,uniform,NSGAII,100.0,1000.0,50.0,30.0,4.0,False,20.09963297843933
10000.0,5,uniform,NSGAII,200.0,1000.0,90.0,30.0,5.0,False,18.307519674301147
10000.0,5,uniform,NSGAII,500.0,1000.0,173.0,30.0,3.0,False,22.250063180923462
10000.0,5,uniform,NSGAII,100.0,1000.0,50.0,30.0,7.0,True,31.07941746711731
10000.0,5,uniform,NSGAII,200.0,1000.0,90.0,30.0,6.0,True,31.705411195755005
10000.0,5,uniform,NSGAII,500.0,1000.0,170.0,30.0,7.0,True,35.29421854019165
10000.0,5,uniform,NSGAIII,100.0,1000.0,48.0,30.0,1.0,False,43.25306797027588
10000.0,5,uniform,NSGAIII,200.0,1000.0,51.0,30.0,1.0,False,38.741126537323
10000.0,5,uniform,NSGAIII,500.0,1000.0,40.0,30.0,0.0,False,40.71056652069092
10000.0,5,uniform,NSGAIII,100.0,1000.0,50.0,30.0,0.0,True,42.95743417739868
10000.0,5,uniform,NSGAIII,200.0,1000.0,90.0,30.0,0.0,True,33.346765995025635
10000.0,5,uniform,NSGAIII,500.0,1000.0,200.0,30.0,0.0,True,39.89318299293518
10000.0,5,uniform,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,49.418362855911255
10000.0,5,uniform,MOEAD,200.0,1000.0,100.0,30.0,1.0,False,47.30811882019043
10000.0,5,uniform,MOEAD,500.0,1000.0,250.0,30.0,2.0,False,41.57157778739929
10000.0,5,uniform,MOEAD,100.0,1000.0,50.0,30.0,2.0,True,40.9988431930542
10000.0,5,uniform,MOEAD,200.0,1000.0,100.0,30.0,1.0,True,43.20134520530701
10000.0,5,uniform,MOEAD,500.0,1000.0,250.0,30.0,4.0,True,39.379024028778076
10000.0,5,uniform,NSGAII,100.0,1000.0,50.0,30.0,5.0,False,72.90797924995422
10000.0,5,uniform,NSGAII,200.0,1000.0,90.0,30.0,8.0,False,67.82048296928406
10000.0,5,uniform,NSGAII,500.0,1000.0,161.0,30.0,8.0,False,79.10038375854492
10000.0,5,uniform,NSGAII,100.0,1000.0,50.0,30.0,8.0,True,85.94374990463257
10000.0,5,uniform,NSGAII,200.0,1000.0,90.0,30.0,7.0,True,81.86171269416809
10000.0,5,uniform,NSGAII,500.0,1000.0,173.0,30.0,3.0,True,85.60080122947693
10000.0,5,uniform,NSGAIII,100.0,1000.0,45.0,30.0,3.0,False,90.31899571418762
10000.0,5,uniform,NSGAIII,200.0,1000.0,46.0,30.0,1.0,False,87.50382113456726
10000.0,5,uniform,NSGAIII,500.0,1000.0,46.0,30.0,1.0,False,92.33781123161316
10000.0,5,uniform,NSGAIII,100.0,1000.0,50.0,30.0,0.0,True,90.32788014411926
10000.0,5,uniform,NSGAIII,200.0,1000.0,90.0,30.0,0.0,True,86.06176447868347
10000.0,5,uniform,NSGAIII,500.0,1000.0,200.0,30.0,0.0,True,75.49185538291931
10000.0,5,uniform,MOEAD,100.0,1000.0,50.0,30.0,2.0,False,99.46822667121887
10000.0,5,uniform,MOEAD,200.0,1000.0,100.0,30.0,1.0,False,85.7347764968872
10000.0,5,uniform,MOEAD,500.0,1000.0,250.0,30.0,6.0,False,96.4908196926117
10000.0,5,uniform,MOEAD,100.0,1000.0,50.0,30.0,2.0,True,81.15485548973083
10000.0,5,uniform,MOEAD,200.0,1000.0,100.0,30.0,1.0,True,83.64822340011597
10000.0,5,uniform,MOEAD,500.0,1000.0,250.0,30.0,6.0,True,95.39428472518921
10000.0,5,GA,NSGAII,100.0,1000.0,50.0,30.0,2.0,False,17.160237789154053
10000.0,5,GA,NSGAII,200.0,1000.0,90.0,30.0,1.0,False,15.341989755630493
10000.0,5,GA,NSGAII,500.0,1000.0,152.0,30.0,0.0,False,16.004549741744995
10000.0,5,GA,NSGAII,100.0,1000.0,50.0,30.0,5.0,True,16.87830638885498
10000.0,5,GA,NSGAII,200.0,1000.0,90.0,30.0,2.0,True,23.95104718208313
10000.0,5,GA,NSGAII,500.0,1000.0,139.0,30.0,1.0,True,18.7759952545166
10000.0,5,GA,NSGAIII,100.0,1000.0,47.0,30.0,2.0,False,18.883440256118774
10000.0,5,GA,NSGAIII,200.0,1000.0,46.0,30.0,2.0,False,18.058686017990112
10000.0,5,GA,NSGAIII,500.0,1000.0,32.0,30.0,0.0,False,22.00416135787964
10000.0,5,GA,NSGAIII,100.0,1000.0,50.0,30.0,1.0,True,20.909076929092407
10000.0,5,GA,NSGAIII,200.0,1000.0,90.0,30.0,0.0,True,12.731347560882568
10000.0,5,GA,NSGAIII,500.0,1000.0,200.0,30.0,0.0,True,13.322608709335327
10000.0,5,GA,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,24.37405490875244
10000.0,5,GA,MOEAD,200.0,1000.0,100.0,30.0,0.0,False,24.42249631881714
10000.0,5,GA,MOEAD,500.0,1000.0,250.0,30.0,0.0,False,22.2303569316864
10000.0,5,GA,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,22.047789335250854
10000.0,5,GA,MOEAD,200.0,1000.0,100.0,30.0,0.0,True,21.06921935081482
10000.0,5,GA,MOEAD,500.0,1000.0,250.0,30.0,0.0,True,24.063904762268066
10000.0,5,GA,NSGAII,100.0,1000.0,50.0,30.0,6.0,False,23.334923028945923
10000.0,5,GA,NSGAII,200.0,1000.0,90.0,30.0,2.0,False,26.85337471961975
10000.0,5,GA,NSGAII,500.0,1000.0,165.0,30.0,0.0,False,25.758390426635742
10000.0,5,GA,NSGAII,100.0,1000.0,50.0,30.0,5.0,True,38.03986620903015
10000.0,5,GA,NSGAII,200.0,1000.0,90.0,30.0,1.0,True,49.997424364089966
10000.0,5,GA,NSGAII,500.0,1000.0,167.0,30.0,3.0,True,36.638527393341064
10000.0,5,GA,NSGAIII,100.0,1000.0,43.0,30.0,3.0,False,42.180888652801514
10000.0,5,GA,NSGAIII,200.0,1000.0,46.0,30.0,2.0,False,45.52167725563049
10000.0,5,GA,NSGAIII,500.0,1000.0,34.0,30.0,0.0,False,47.54092597961426
10000.0,5,GA,NSGAIII,100.0,1000.0,50.0,30.0,0.0,True,47.16767644882202
10000.0,5,GA,NSGAIII,200.0,1000.0,90.0,30.0,0.0,True,40.28582549095154
10000.0,5,GA,NSGAIII,500.0,1000.0,200.0,30.0,0.0,True,40.4928617477417
10000.0,5,GA,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,64.52478170394897
10000.0,5,GA,MOEAD,200.0,1000.0,100.0,30.0,0.0,False,54.383572578430176
10000.0,5,GA,MOEAD,500.0,1000.0,250.0,30.0,0.0,False,54.237290382385254
10000.0,5,GA,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,52.2209689617157
10000.0,5,GA,MOEAD,200.0,1000.0,100.0,30.0,1.0,True,54.129786014556885
10000.0,5,GA,MOEAD,500.0,1000.0,250.0,30.0,0.0,True,51.84016275405884
10000.0,5,GA,NSGAII,100.0,1000.0,50.0,30.0,0.0,False,105.5697968006134
10000.0,5,GA,NSGAII,200.0,1000.0,90.0,30.0,1.0,False,90.41816782951355
10000.0,5,GA,NSGAII,500.0,1000.0,90.0,30.0,0.0,False,92.51921892166138
10000.0,5,GA,NSGAII,100.0,1000.0,50.0,30.0,1.0,True,146.7747025489807
10000.0,5,GA,NSGAII,200.0,1000.0,90.0,30.0,2.0,True,90.54928231239319
10000.0,5,GA,NSGAII,500.0,1000.0,96.0,30.0,0.0,True,84.5692367553711
10000.0,5,GA,NSGAIII,100.0,1000.0,44.0,30.0,2.0,False,106.62917160987854
10000.0,5,GA,NSGAIII,200.0,1000.0,44.0,30.0,1.0,False,89.99981951713562
10000.0,5,GA,NSGAIII,500.0,1000.0,39.0,30.0,0.0,False,86.49061560630798
10000.0,5,GA,NSGAIII,100.0,1000.0,50.0,30.0,1.0,True,122.90809226036072
10000.0,5,GA,NSGAIII,200.0,1000.0,90.0,30.0,0.0,True,81.4436354637146
10000.0,5,GA,NSGAIII,500.0,1000.0,161.0,30.0,0.0,True,83.55257296562195
10000.0,5,GA,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,105.66655611991882
10000.0,5,GA,MOEAD,200.0,1000.0,100.0,30.0,0.0,False,88.70001888275146
10000.0,5,GA,MOEAD,500.0,1000.0,250.0,30.0,0.0,False,98.44828534126282
10000.0,5,GA,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,91.26811575889587
10000.0,5,GA,MOEAD,200.0,1000.0,100.0,30.0,0.0,True,82.56802201271057
10000.0,5,GA,MOEAD,500.0,1000.0,250.0,30.0,0.0,True,78.98313093185425
10000.0,5,SA,NSGAII,100.0,1000.0,50.0,30.0,0.0,False,10.65825891494751
10000.0,5,SA,NSGAII,200.0,1000.0,67.0,30.0,0.0,False,13.853155136108398
10000.0,5,SA,NSGAII,500.0,1000.0,60.0,30.0,0.0,False,15.026392221450806
10000.0,5,SA,NSGAII,100.0,1000.0,50.0,30.0,0.0,True,13.061307430267334
10000.0,5,SA,NSGAII,200.0,1000.0,66.0,30.0,0.0,True,11.577608585357666
10000.0,5,SA,NSGAII,500.0,1000.0,58.0,30.0,0.0,True,11.437807559967041
10000.0,5,SA,NSGAIII,100.0,1000.0,31.0,30.0,0.0,False,11.394079208374023
10000.0,5,SA,NSGAIII,200.0,1000.0,29.0,30.0,1.0,False,11.923815250396729
10000.0,5,SA,NSGAIII,500.0,1000.0,31.0,30.0,1.0,False,12.470855236053467
10000.0,5,SA,NSGAIII,100.0,1000.0,50.0,30.0,0.0,True,11.233761310577393
10000.0,5,SA,NSGAIII,200.0,1000.0,89.0,30.0,0.0,True,10.323147296905518
10000.0,5,SA,NSGAIII,500.0,1000.0,200.0,30.0,0.0,True,10.457076787948608
10000.0,5,SA,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,17.82317280769348
10000.0,5,SA,MOEAD,200.0,1000.0,100.0,30.0,0.0,False,17.681528568267822
10000.0,5,SA,MOEAD,500.0,1000.0,250.0,30.0,0.0,False,17.533207416534424
10000.0,5,SA,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,18.381321668624878
10000.0,5,SA,MOEAD,200.0,1000.0,100.0,30.0,0.0,True,26.506917238235474
10000.0,5,SA,MOEAD,500.0,1000.0,250.0,30.0,0.0,True,27.618980169296265
10000.0,5,SA,NSGAII,100.0,1000.0,50.0,30.0,0.0,False,24.51125407218933
10000.0,5,SA,NSGAII,200.0,1000.0,65.0,30.0,0.0,False,21.85151958465576
10000.0,5,SA,NSGAII,500.0,1000.0,53.0,30.0,0.0,False,25.2275972366333
10000.0,5,SA,NSGAII,100.0,1000.0,50.0,30.0,0.0,True,22.480955839157104
10000.0,5,SA,NSGAII,200.0,1000.0,63.0,30.0,1.0,True,21.714967966079712
10000.0,5,SA,NSGAII,500.0,1000.0,54.0,30.0,0.0,True,21.08977246284485
10000.0,5,SA,NSGAIII,100.0,1000.0,31.0,30.0,0.0,False,23.424344778060913
10000.0,5,SA,NSGAIII,200.0,1000.0,26.0,30.0,0.0,False,18.41036319732666
10000.0,5,SA,NSGAIII,500.0,1000.0,23.0,30.0,0.0,False,18.506321668624878
10000.0,5,SA,NSGAIII,100.0,1000.0,47.0,30.0,0.0,True,23.403440475463867
10000.0,5,SA,NSGAIII,200.0,1000.0,60.0,30.0,0.0,True,20.403810501098633
10000.0,5,SA,NSGAIII,500.0,1000.0,200.0,30.0,0.0,True,21.77373480796814
10000.0,5,SA,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,35.5187885761261
10000.0,5,SA,MOEAD,200.0,1000.0,100.0,30.0,0.0,False,28.465563535690308
10000.0,5,SA,MOEAD,500.0,1000.0,250.0,30.0,0.0,False,28.097009420394897
10000.0,5,SA,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,28.63482928276062
10000.0,5,SA,MOEAD,200.0,1000.0,100.0,30.0,0.0,True,26.418556213378906
10000.0,5,SA,MOEAD,500.0,1000.0,250.0,30.0,0.0,True,24.242231845855713
10000.0,5,SA,NSGAII,100.0,1000.0,33.0,30.0,2.0,False,72.29124426841736
10000.0,5,SA,NSGAII,200.0,1000.0,35.0,30.0,0.0,False,67.43173122406006
10000.0,5,SA,NSGAII,500.0,1000.0,29.0,30.0,1.0,False,66.98210954666138
10000.0,5,SA,NSGAII,100.0,1000.0,39.0,30.0,1.0,True,69.12279152870178
10000.0,5,SA,NSGAII,200.0,1000.0,37.0,30.0,3.0,True,61.95374822616577
10000.0,5,SA,NSGAII,500.0,1000.0,29.0,30.0,0.0,True,56.64146327972412
10000.0,5,SA,NSGAIII,100.0,1000.0,38.0,30.0,2.0,False,72.56321954727173
10000.0,5,SA,NSGAIII,200.0,1000.0,29.0,30.0,1.0,False,65.77231454849243
10000.0,5,SA,NSGAIII,500.0,1000.0,19.0,30.0,1.0,False,75.28187012672424
10000.0,5,SA,NSGAIII,100.0,1000.0,43.0,30.0,0.0,True,78.03081202507019
10000.0,5,SA,NSGAIII,200.0,1000.0,45.0,30.0,0.0,True,70.16062569618225
10000.0,5,SA,NSGAIII,500.0,1000.0,186.0,30.0,0.0,True,62.19770860671997
10000.0,5,SA,MOEAD,100.0,1000.0,50.0,30.0,0.0,False,49.5054657459259
10000.0,5,SA,MOEAD,200.0,1000.0,100.0,30.0,0.0,False,49.371861696243286
10000.0,5,SA,MOEAD,500.0,1000.0,250.0,30.0,0.0,False,46.29742360115051
10000.0,5,SA,MOEAD,100.0,1000.0,50.0,30.0,0.0,True,39.67661809921265
10000.0,5,SA,MOEAD,200.0,1000.0,100.0,30.0,0.0,True,44.75194597244263
10000.0,5,SA,MOEAD,500.0,1000.0,250.0,30.0,0.0,True,38.05086708068848
10000.0,5,uniform,NSGAII,100.0,1000.0,50.0,30.0,4.0,False,17.678365468978882
10000.0,5,uniform,NSGAII,200.0,1000.0,90.0,30.0,4.0,False,15.431468486785889
10000.0,5,uniform,NSGAII,500.0,1000.0,193.0,30.0,3.0,False,14.935930967330933
10000.0,5,uniform,NSGAII,100.0,1000.0,50.0,30.0,2.0,True,16.47787380218506
10000.0,5,uniform,NSGAII,200.0,1000.0,90.0,30.0,5.0,True,12.826305389404297
10000.0,5,uniform,NSGAII,500.0,1000.0,196.0,30.0,5.0,True,16.23487424850464
10000.0,5,uniform,NSGAIII,100.0,1000.0,50.0,30.0,1.0,False,15.722338438034058
10000.0,5,uniform,NSGAIII,200.0,1000.0,52.0,30.0,2.0,False,12.739784479141235
10000.0,5,uniform,NSGAIII,500.0,1000.0,51.0,30.0,0.0,False,12.07597041130066
10000.0,5,uniform,NSGAIII,100.0,1000.0,50.0,30.0,0.0,True,14.563344240188599
10000.0,5,uniform,NSGAIII,200.0,1000.0,90.0,30.0,0.0,True,12.643628358840942
10000.0,5,uniform,NSGAIII,500.0,1000.0,200.0,30.0,0.0,True,13.631749153137207
10000.0,5,uniform,MOEAD,100.0,1000.0,50.0,30.0,1.0,False,21.476948022842407
10000.0,5,uniform,MOEAD,200.0,1000.0,100.0,30.0,0.0,False,20.726094961166382
10000.0,5,uniform,MOEAD,500.0,1000.0,250.0,30.0,1.0,False,23.866324186325073
10000.0,5,uniform,MOEAD,100.0,1000.0,50.0,30.0,1.0,True,24.84772562980652
10000.0,5,uniform,MOEAD,200.0,1000.0,100.0,30.0,0.0,True,25.09867835044861
10000.0,5,uniform,MOEAD,500.0,1000.0,248.0,30.0,3.0,True,26.1001033782959
10000.0,5,uniform,NSGAII,100.0,1000.0,50.0,30.0,3.0,False,32.01095199584961
10000.0,5,uniform,NSGAII,200.0,1000.0,90.0,30.0,5.0,False,30.516710996627808
10000.0,5,uniform,NSGAII,500.0,1000.0,173.0,30.0,5.0,False,32.84836173057556
10000.0,5,uniform,NSGAII,100.0,1000.0,50.0,30.0,6.0,True,37.21895980834961
10000.0,5,uniform,NSGAII,200.0,1000.0,90.0,30.0,6.0,True,31.604222774505615
10000.0,5,uniform,NSGAII,500.0,1000.0,161.0,30.0,6.0,True,39.01421141624451
10000.0,5,uniform,NSGAIII,100.0,1000.0,48.0,30.0,0.0,False,42.69763970375061
10000.0,5,uniform,NSGAIII,200.0,1000.0,42.0,30.0,0.0,False,35.280447244644165
10000.0,5,uniform,NSGAIII,500.0,1000.0,31.0,30.0,0.0,False,33.24301624298096
