total_qty_of_skills,skill_bivariate_distance,skills_shared_by_all,average_qty_skills,count_skill_security,count_skill_management,count_skill_sales,count_skill_cloud,count_skill_database,rota_average_bivariate_distance,diff_Monday_management,diff_Tuesday_management,diff_Wednesday_management,diff_Thursday_management,diff_Friday_management,diff_Saturday_management,diff_Sunday_management,diff_Monday_database,diff_Tuesday_database,diff_Wednesday_database,diff_Thursday_database,diff_Friday_database,diff_Saturday_database,diff_Sunday_database,diff_Monday_security,diff_Tuesday_security,diff_Wednesday_security,diff_Thursday_security,diff_Friday_security,diff_Saturday_security,diff_Sunday_security,diff_Monday_sales,diff_Tuesday_sales,diff_Wednesday_sales,diff_Thursday_sales,diff_Friday_sales,diff_Saturday_sales,diff_Sunday_sales,diff_Monday_cloud,diff_Tuesday_cloud,diff_Wednesday_cloud,diff_Thursday_cloud,diff_Friday_cloud,diff_Saturday_cloud,diff_Sunday_cloud,control,size
5.0,2.1904761904761907,5.0,1.5714285714285714,2.0,4.0,1.0,1.0,3.0,4.571428571428571,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
4.0,1.4285714285714286,5.0,0.8571428571428571,1.0,3.0,1.0,1.0,0.0,4.761904761904762,0.0,3.0,0.0,1.0,1.0,2.0,1.0,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
5.0,1.9047619047619047,5.0,1.1428571428571428,1.0,3.0,2.0,1.0,1.0,4.285714285714286,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
4.0,1.3333333333333333,5.0,0.7142857142857143,1.0,2.0,1.0,1.0,0.0,5.0476190476190474,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
5.0,1.9047619047619047,5.0,1.1428571428571428,2.0,3.0,1.0,1.0,1.0,4.761904761904762,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
5.0,2.0,5.0,1.1428571428571428,2.0,2.0,2.0,1.0,1.0,4.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
5.0,2.1904761904761907,5.0,1.5714285714285714,1.0,4.0,1.0,2.0,3.0,4.761904761904762,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,True,7
5.0,2.2857142857142856,5.0,1.4285714285714286,2.0,3.0,1.0,2.0,2.0,4.190476190476191,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,True,7
4.0,1.5238095238095237,5.0,0.8571428571428571,0.0,2.0,1.0,2.0,1.0,4.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,True,7
4.0,1.7142857142857142,5.0,1.0,2.0,2.0,1.0,0.0,2.0,4.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,True,7
5.0,1.9047619047619047,5.0,1.1428571428571428,1.0,3.0,1.0,1.0,2.0,4.190476190476191,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
4.0,1.8095238095238095,5.0,1.2857142857142858,2.0,4.0,1.0,0.0,2.0,5.0476190476190474,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,True,7
5.0,2.0,5.0,1.4285714285714286,1.0,4.0,1.0,1.0,3.0,5.0476190476190474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
4.0,1.8095238095238095,5.0,1.1428571428571428,0.0,3.0,2.0,1.0,2.0,5.142857142857143,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,,,,,,,,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
5.0,2.0,5.0,1.5714285714285714,1.0,4.0,1.0,1.0,4.0,4.571428571428571,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
3.0,1.4285714285714286,5.0,1.1428571428571428,0.0,4.0,0.0,1.0,3.0,4.571428571428571,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
3.0,1.4285714285714286,5.0,0.8571428571428571,0.0,2.0,2.0,2.0,0.0,4.380952380952381,0.0,0.0,0.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,True,7
5.0,2.2857142857142856,5.0,1.4285714285714286,2.0,3.0,2.0,1.0,2.0,4.761904761904762,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
4.0,1.8095238095238095,5.0,1.1428571428571428,2.0,1.0,3.0,2.0,0.0,5.0476190476190474,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,True,7
4.0,1.9047619047619047,5.0,1.2857142857142858,0.0,3.0,3.0,1.0,2.0,4.857142857142857,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
3.0,1.5238095238095237,5.0,1.0,0.0,2.0,3.0,0.0,2.0,5.0476190476190474,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,True,7
5.0,2.0,5.0,1.4285714285714286,1.0,4.0,1.0,1.0,3.0,4.666666666666667,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
4.0,1.5238095238095237,5.0,0.8571428571428571,0.0,2.0,2.0,1.0,1.0,5.142857142857143,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
4.0,2.0952380952380953,5.0,1.4285714285714286,2.0,3.0,2.0,0.0,3.0,4.761904761904762,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,7
5.0,1.619047619047619,5.0,0.8571428571428571,1.0,2.0,1.0,1.0,1.0,3.142857142857143,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
5.0,2.0,5.0,1.2857142857142858,1.0,3.0,1.0,1.0,3.0,4.666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
5.0,2.0,5.0,1.1428571428571428,1.0,2.0,2.0,1.0,2.0,4.285714285714286,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
3.0,1.619047619047619,5.0,1.1428571428571428,0.0,3.0,2.0,0.0,3.0,4.285714285714286,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,True,7
5.0,2.1904761904761907,5.0,1.2857142857142858,1.0,2.0,2.0,2.0,2.0,4.380952380952381,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,True,7
4.0,1.5238095238095237,5.0,0.8571428571428571,1.0,2.0,2.0,0.0,1.0,4.571428571428571,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,,,,,,,,True,7
4.0,1.619047619047619,5.0,1.1428571428571428,0.0,4.0,1.0,1.0,2.0,4.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
5.0,1.8095238095238095,5.0,1.0,1.0,2.0,1.0,1.0,2.0,5.142857142857143,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
5.0,2.0,5.0,1.1428571428571428,2.0,1.0,2.0,1.0,2.0,3.5238095238095237,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
5.0,1.9047619047619047,5.0,1.2857142857142858,1.0,4.0,1.0,1.0,2.0,3.4285714285714284,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
3.0,1.4285714285714286,5.0,1.0,1.0,3.0,0.0,0.0,3.0,5.142857142857143,0.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,True,7
4.0,1.8095238095238095,5.0,1.2857142857142858,0.0,4.0,2.0,1.0,2.0,5.142857142857143,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
5.0,1.619047619047619,5.0,0.8571428571428571,1.0,2.0,1.0,1.0,1.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
4.0,1.7142857142857142,5.0,1.4285714285714286,1.0,5.0,2.0,0.0,2.0,4.380952380952381,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,,,,,,,,True,7
4.0,1.5238095238095237,5.0,0.8571428571428571,1.0,2.0,2.0,0.0,1.0,4.666666666666667,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,7
4.0,1.619047619047619,5.0,1.1428571428571428,0.0,4.0,1.0,1.0,2.0,3.142857142857143,0.0,2.0,0.0,4.0,4.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
5.0,2.2857142857142856,5.0,1.4285714285714286,1.0,3.0,2.0,2.0,2.0,4.666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,True,7
4.0,2.0,5.0,1.4285714285714286,1.0,3.0,3.0,0.0,3.0,4.666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,True,7
5.0,1.9047619047619047,5.0,1.1428571428571428,1.0,2.0,1.0,3.0,1.0,5.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,True,7
4.0,1.619047619047619,5.0,1.0,2.0,3.0,1.0,0.0,1.0,4.285714285714286,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,True,7
4.0,1.8095238095238095,5.0,1.2857142857142858,0.0,4.0,1.0,2.0,2.0,4.571428571428571,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,True,7
4.0,1.9047619047619047,5.0,1.4285714285714286,2.0,4.0,1.0,0.0,3.0,4.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,True,7
5.0,1.9047619047619047,5.0,1.1428571428571428,1.0,3.0,1.0,1.0,2.0,3.8095238095238093,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
5.0,2.0,5.0,1.1428571428571428,1.0,2.0,2.0,1.0,2.0,4.285714285714286,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
4.0,1.8095238095238095,5.0,1.1428571428571428,0.0,2.0,3.0,2.0,1.0,5.0476190476190474,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,True,7
5.0,2.1904761904761907,5.0,1.4285714285714286,1.0,3.0,2.0,1.0,3.0,4.666666666666667,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
4.0,1.8095238095238095,5.0,1.1428571428571428,2.0,3.0,2.0,0.0,1.0,4.571428571428571,0.0,3.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,,,,,,,,True,7
4.0,1.619047619047619,5.0,1.1428571428571428,1.0,4.0,0.0,2.0,1.0,4.571428571428571,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,7
5.0,1.8095238095238095,5.0,1.0,2.0,1.0,1.0,2.0,1.0,4.666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,True,7
5.0,1.619047619047619,5.0,0.8571428571428571,2.0,1.0,1.0,1.0,1.0,4.857142857142857,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
4.0,1.8095238095238095,5.0,1.2857142857142858,0.0,4.0,2.0,2.0,1.0,5.0476190476190474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,True,7
4.0,1.619047619047619,5.0,1.1428571428571428,0.0,4.0,1.0,2.0,1.0,3.8095238095238093,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,True,7
4.0,2.0,5.0,1.4285714285714286,0.0,4.0,2.0,2.0,2.0,4.857142857142857,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,True,7
3.0,1.3333333333333333,5.0,0.8571428571428571,0.0,1.0,3.0,0.0,2.0,4.285714285714286,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,3.0,0.0,1.0,1.0,2.0,1.0,,,,,,,,True,7
4.0,1.7142857142857142,5.0,1.2857142857142858,0.0,4.0,1.0,1.0,3.0,4.285714285714286,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
4.0,1.9047619047619047,5.0,1.1428571428571428,0.0,2.0,2.0,2.0,2.0,4.857142857142857,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,True,7
4.0,1.619047619047619,5.0,1.1428571428571428,2.0,1.0,4.0,0.0,1.0,4.666666666666667,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,True,7
4.0,1.9047619047619047,5.0,1.1428571428571428,2.0,2.0,2.0,0.0,2.0,4.666666666666667,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,,,,,,,,True,7
5.0,2.0,5.0,1.1428571428571428,1.0,2.0,2.0,1.0,2.0,5.0476190476190474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
5.0,1.9047619047619047,5.0,1.1428571428571428,1.0,3.0,1.0,1.0,2.0,4.285714285714286,0.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
4.0,1.5238095238095237,5.0,0.8571428571428571,2.0,2.0,0.0,1.0,1.0,4.380952380952381,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
5.0,1.9047619047619047,5.0,1.1428571428571428,1.0,2.0,3.0,1.0,1.0,4.571428571428571,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
4.0,1.5238095238095237,5.0,1.2857142857142858,1.0,5.0,1.0,0.0,2.0,3.5238095238095237,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,True,7
5.0,2.0952380952380953,5.0,1.2857142857142858,2.0,1.0,3.0,2.0,1.0,4.857142857142857,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,True,7
4.0,2.0,5.0,1.2857142857142858,0.0,3.0,2.0,2.0,2.0,5.0476190476190474,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,,,,,,,,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,True,7
5.0,2.0952380952380953,5.0,1.2857142857142858,1.0,3.0,2.0,1.0,2.0,3.4285714285714284,0.0,1.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
4.0,1.8095238095238095,5.0,1.1428571428571428,2.0,3.0,1.0,0.0,2.0,4.380952380952381,0.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,True,7
5.0,1.9047619047619047,5.0,1.2857142857142858,1.0,4.0,1.0,1.0,2.0,5.142857142857143,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,True,7
4.0,1.5238095238095237,5.0,0.8571428571428571,2.0,1.0,2.0,1.0,0.0,4.666666666666667,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,True,7
