kind,depth,problem,pRef_method,pRef_size,mse,mae,r_sq,evs,cp,ps_budget,ps_population,avoid_ancestors,metrics
naive,5,GC_S,uniform,10000,461.92067518461835,16.888033486183836,-0.03917075731109132,-0.03883917778994572,,,,,
naive,2,GC_S,SA,10000,566.6873742655293,17.8817396301776,0.34905264621876964,0.35079856701234635,,,,,
naive,3,GC_S,SA,10000,347.69696338136896,14.204684515528903,0.6006044452212902,0.6017346940277181,,,,,
naive,4,GC_S,SA,10000,205.01777453988964,11.013830232032046,0.7644984097487136,0.764686243727674,,,,,
naive,5,GC_S,SA,10000,132.36283029200285,8.653300081159669,0.8479563194270122,0.8482023030219884,,,,,
naive,2,GC_S,Tabu,10000,184.67095661422633,10.517558769643664,0.17261428206936025,0.17422141487186849,,,,,
naive,3,GC_S,Tabu,10000,165.63053617508652,9.989332833374021,0.257921534620438,0.25857187350340494,,,,,
naive,4,GC_S,Tabu,10000,137.02869675722386,9.361861166717087,0.3860670420394542,0.3864574004984195,,,,,
naive,5,GC_S,Tabu,10000,105.94230702617578,8.320032347011223,0.5253441398411638,0.5254203550583627,,,,,
naive,2,GC_S,PSO,10000,641.9838775437191,17.928776006385302,0.660658844990125,0.6610039400034972,,,,,
naive,3,GC_S,PSO,10000,426.11687616903504,14.85549562756883,0.7747622674238372,0.7748106261690754,,,,,
naive,4,GC_S,PSO,10000,327.32263321024686,11.979818379921827,0.8269831310415194,0.8269833934579321,,,,,
naive,5,GC_S,PSO,10000,268.43065364319517,10.444013844746719,0.858112374416857,0.8581267682362599,,,,,
naive,2,GC_L,GA,10000,218.75325689321042,10.360300863573055,0.49650259305564515,0.49653277293053877,,,,,
naive,3,GC_L,GA,10000,170.759819183994,8.905404340349637,0.606967560664024,0.6069961274867058,,,,,
naive,4,GC_L,GA,10000,137.85382947630742,8.097116313346993,0.682706229546316,0.6828870026723544,,,,,
naive,5,GC_L,GA,10000,115.13320604128401,7.249350661982607,0.735001565150293,0.7352584698049693,,,,,
naive,2,GC_L,uniform,10000,232.57486113666744,11.861828572789047,-0.00025357894521360613,-0.00019697954810005136,,,,,
naive,3,GC_L,uniform,10000,231.53847818476567,11.837009950045212,0.004203677319419286,0.004237302367085527,,,,,
naive,4,GC_L,uniform,10000,230.55857776285382,11.846124486920719,0.008418014583717492,0.008492783050103703,,,,,
naive,5,GC_L,uniform,10000,234.39689298668077,11.973377325207624,-0.008089739182054911,-0.008008817224870457,,,,,
naive,2,GC_L,SA,10000,272.1758301660965,12.69964956112463,0.34082120454842957,0.342207451895172,,,,,
naive,3,GC_L,SA,10000,199.1157260101831,11.122609130554062,0.5177644379856955,0.5189578156333534,,,,,
naive,4,GC_L,SA,10000,153.94380282383935,9.819734518088811,0.6271656801754733,0.6292304867874965,,,,,
naive,5,GC_L,SA,10000,111.10142870607886,7.976722652996963,0.7309250204078401,0.7319178064386005,,,,,
naive,2,GC_L,Tabu,10000,66.40782502593389,6.157030387218623,0.05800462950447849,0.05855960030557317,,,,,
naive,3,GC_L,Tabu,10000,63.35488679145858,6.003152703090096,0.10131057548541389,0.10168851277265722,,,,,
naive,4,GC_L,Tabu,10000,59.309162424867125,5.847340377769295,0.1586991983192707,0.15889004069277857,,,,,
naive,5,GC_L,Tabu,10000,52.675061573786635,5.536181672239927,0.252803956104633,0.25280462745293186,,,,,
naive,2,GC_L,PSO,10000,218.75325689321042,10.360300863573055,0.49650259305564515,0.49653277293053877,,,,,
naive,3,GC_L,PSO,10000,170.759819183994,8.905404340349637,0.606967560664024,0.6069961274867058,,,,,
naive,4,GC_L,PSO,10000,137.85382947630742,8.097116313346993,0.682706229546316,0.6828870026723544,,,,,
naive,5,GC_L,PSO,10000,115.42990941132074,7.253654966286912,0.7343186524496238,0.7345375159427304,,,,,
naive,2,BT,GA,10000,72.88851008947462,6.257907659320279,0.6732450974505291,0.673586711242573,,,,,
naive,3,BT,GA,10000,51.39715387412582,5.3487694066150135,0.7695895829830482,0.7696379620473477,,,,,
naive,4,BT,GA,10000,32.24815499212031,4.006142837301706,0.8554334183959109,0.8554584682622633,,,,,
naive,5,BT,GA,10000,23.936196998743196,3.4761830820323047,0.8926954370705584,0.8926984283392239,,,,,
naive,2,BT,uniform,10000,26.845500400411932,4.0736469599962515,0.11998058658630173,0.12025189805861924,,,,,
naive,3,BT,uniform,10000,25.644436886477333,3.982141640106819,0.15935251831565422,0.1594146294134593,,,,,
naive,4,BT,uniform,10000,25.14796362625499,3.9320615341660354,0.17562735397600004,0.17563223772466896,,,,,
naive,5,BT,uniform,10000,24.764052059875812,3.8929025854351322,0.18821231705765507,0.18822220838173376,,,,,
naive,2,BT,SA,10000,56.915054228016906,6.021044539252469,0.6012719791238663,0.6023444841821042,,,,,
naive,3,BT,SA,10000,30.664752079382282,4.293570959261825,0.7851729024400962,0.7855544507650715,,,,,
naive,4,BT,SA,10000,19.401532208136505,3.449939342593339,0.8640792907211752,0.8641471312929287,,,,,
naive,5,BT,SA,10000,12.021847914269076,2.6226008529069693,0.915778914890838,0.9162488287877618,,,,,
naive,2,BT,Tabu,10000,25.854428252133278,3.9284551339361427,0.36567025459771196,0.3656706035780508,,,,,
naive,3,BT,Tabu,10000,22.545626556134703,3.6972604590248994,0.4468505969723787,0.4468588151551083,,,,,
naive,4,BT,Tabu,10000,20.23826113106908,3.487883052977463,0.5034610355540616,0.5035437661779878,,,,,
naive,5,BT,Tabu,10000,17.23986825519689,3.19657586820907,0.5770256014001893,0.5770360069087896,,,,,
naive,2,BT,PSO,10000,72.88851008947451,6.257907659320234,0.6732450974505296,0.673586711242573,,,,,
naive,3,BT,PSO,10000,51.39715387412625,5.348769406615015,0.7695895829830464,0.7696379620473462,,,,,
naive,4,BT,PSO,10000,32.2481549921203,4.006142837301647,0.8554334183959109,0.8554584682622632,,,,,
naive,5,BT,PSO,10000,23.93619699874319,3.47618308203234,0.8926954370705584,0.8926984283392239,,,,,
iai,2,SAT_S,uniform,10000,12.104330523360392,2.7561936529697135,0.13659745287420821,0.13663130563379444,0.25,,,,
iai,3,SAT_S,uniform,10000,10.34391036268539,2.5494496349464346,0.2621683175994408,0.2622443203478787,0.25,,,,
iai,4,SAT_S,uniform,10000,8.970661688692175,2.3712322551287226,0.36012221936002287,0.3602415031308063,0.25,,,,
