kind,depth,runtime_seconds,problem,pRef_method,pRef_size,mse,mae,r_sq,evs,ps_budget,ps_population,avoid_ancestors,metrics,cp
naive,3,32.634,GC_S,ACO,10000,549.0948278634914,17.946141699325928,0.5783343370489804,0.5797730583530586,,,,,
naive,4,32.634,GC_S,ACO,10000,568.9184258025605,17.61327529956145,0.5631112277737094,0.564290430445044,,,,,
naive,5,32.634,GC_S,ACO,10000,528.9774820434021,17.551816790446264,0.5937830237449544,0.5983339587501049,,,,,
naive,3,2.775,GC_S,BRO,10000,9773.912620878336,77.9835900701653,0.5826519688682401,0.5836198864990975,,,,,
naive,4,2.775,GC_S,BRO,10000,8084.750402305929,69.94290246722124,0.6547795347191405,0.6556430868842863,,,,,
naive,5,2.775,GC_S,BRO,10000,6680.731335430696,63.1366389600012,0.7147314307469537,0.7150343694668819,,,,,
naive,3,2.351,GC_S,PSO,10000,681.9588370144999,17.871412341739386,0.7051864504829091,0.7114295092949938,,,,,
naive,4,2.351,GC_S,PSO,10000,516.5857671339098,15.901518008246766,0.7766778940713115,0.7775253164326688,,,,,
naive,5,2.351,GC_S,PSO,10000,371.96928106402487,13.287594109746726,0.8391961829516199,0.8392116736479622,,,,,
naive,3,0.913,GC_L,CRO,10000,96.46137219060611,5.635802984728332,0.6089824352148485,0.6098510543645613,,,,,
naive,4,0.913,GC_L,CRO,10000,69.29337538934944,5.198911839235872,0.7191111189363176,0.7191678729730557,,,,,
naive,5,0.913,GC_L,CRO,10000,103.4951643215605,5.208248101105246,0.5804701280830764,0.5811600459709109,,,,,
naive,3,4.272,GC_L,BBO,10000,91.20166736919047,7.274424111242295,0.7692900423129436,0.771809701976631,,,,,
naive,4,4.272,GC_L,BBO,10000,60.57466878335477,5.681835747316024,0.8467661866822811,0.8467805590608928,,,,,
naive,5,4.272,GC_L,BBO,10000,50.19717832680008,4.723069200900936,0.8730177942810513,0.876016514138296,,,,,
naive,3,18.23,GC_L,ACO,10000,116.04170625021526,7.825777577142124,0.2705377507313754,0.270674619126561,,,,,
naive,4,18.23,GC_L,ACO,10000,111.66972860492154,7.676974861296895,0.2980209095881695,0.3010296895579947,,,,,
naive,5,18.23,GC_L,ACO,10000,140.06523295817985,8.408306548884816,0.11952087590216531,0.1298470330243091,,,,,
naive,3,1.783,GC_L,BRO,10000,2542.886937218567,39.392853036182,0.5137950285346975,0.5137952772609314,,,,,
naive,4,1.783,GC_L,BRO,10000,2229.924575998075,36.17690582541697,0.5736340460229705,0.5737378355689282,,,,,
naive,5,1.783,GC_L,BRO,10000,2033.6103288315721,34.32670719393408,0.6111697152439644,0.6112534615296537,,,,,
naive,3,1.474,GC_L,PSO,10000,121.81937252724865,7.118189009266978,0.5993467849418481,0.5999123463827882,,,,,
naive,4,1.474,GC_L,PSO,10000,98.99477222989347,6.457768056558751,0.6744148903001079,0.6757775501065346,,,,,
naive,5,1.474,GC_L,PSO,10000,101.57731978493295,6.7260667002126295,0.6659211182546503,0.6659211894004617,,,,,
naive,3,4.059,BT,CRO,10000,46.18063106848841,4.621394462540888,0.8300406481560154,0.8314895671008462,,,,,
naive,4,4.059,BT,CRO,10000,21.57020402307367,3.0330688487653115,0.9206148159935895,0.9214686341281455,,,,,
naive,5,4.059,BT,CRO,10000,36.70751201142346,3.0537996980266513,0.8649047272651094,0.865788365050738,,,,,
naive,3,13.895,BT,BBO,10000,83.33945666138882,6.082180277161414,0.781952528824652,0.7855985738296023,,,,,
naive,4,13.895,BT,BBO,10000,62.06565131731114,4.783264152957533,0.8376128323997034,0.8387281342549449,,,,,
naive,5,13.895,BT,BBO,10000,57.45051464530711,4.347856238803257,0.8496877716994375,0.85031085493048,,,,,
naive,3,47.366,BT,ACO,10000,50.04598606454773,5.38435839442203,0.719020338734321,0.7204317741813935,,,,,
naive,4,47.366,BT,ACO,10000,47.66745413561335,5.202980316447296,0.7323744385983861,0.7363022584888186,,,,,
naive,5,47.366,BT,ACO,10000,48.88651382790509,5.2282719176435934,0.725530113881495,0.732419094756278,,,,,
naive,3,8.485,BT,BRO,10000,18.401700221265425,3.2630540711838636,0.31992844425245937,0.32021670454422235,,,,,
naive,4,8.485,BT,BRO,10000,16.148711458036335,3.069493086752926,0.40319214026247785,0.4033524679278092,,,,,
naive,5,8.485,BT,BRO,10000,15.630741502539099,2.99696504844694,0.42233475367481976,0.4224341052258732,,,,,
naive,3,10.505,BT,PSO,10000,65.27493209310583,5.433243184037148,0.5939103203386951,0.6101652374671682,,,,,
naive,4,10.505,BT,PSO,10000,64.07102524550164,5.3977008886531594,0.6014000890815916,0.6207692233709108,,,,,
naive,5,10.505,BT,PSO,10000,59.69921140712395,5.630406950126788,0.6285981025338825,0.642946826292438,,,,,
naive,3,0.993,SAT_S,CRO,10000,5.812434401632506,1.992838815199064,0.4514987276263981,0.4822649265995409,,,,,
naive,4,0.993,SAT_S,CRO,10000,5.080747039556566,1.8634542705971289,0.5205457776826736,0.5581943681732755,,,,,
naive,5,0.993,SAT_S,CRO,10000,4.8323413033852605,1.7183150183150182,0.5439870508119831,0.5461519880396958,,,,,
naive,3,2.036,SAT_S,BBO,10000,4.4646131374665545,1.7141427058306864,0.4828798440011617,0.4845010169149152,,,,,
naive,4,2.036,SAT_S,BBO,10000,5.4059989506557296,1.9213994960263612,0.37384249550477666,0.38180057731907513,,,,,
naive,5,2.036,SAT_S,BBO,10000,5.173257497817681,1.766638608305275,0.40080010475181305,0.4032195474564122,,,,,
naive,3,4.505,SAT_S,ACO,10000,3.6811299762465755,1.6377781252792398,0.5288049210442287,0.5631252646476886,,,,,
naive,4,4.505,SAT_S,ACO,10000,3.324249031064157,1.5805912129778068,0.5744866943660454,0.5906495975727748,,,,,
naive,5,4.505,SAT_S,ACO,10000,3.627262212450771,1.6065946115288217,0.5357001476128966,0.5578310588688238,,,,,
naive,3,1.652,SAT_S,BRO,10000,5.86184388260205,1.944423349343259,0.4488078094974537,0.4488202553738081,,,,,
naive,4,1.652,SAT_S,BRO,10000,5.400310758637914,1.9237734302911245,0.49220600615402366,0.49279697698287117,,,,,
naive,5,1.652,SAT_S,BRO,10000,5.268557347358135,1.9003082742183406,0.5045948470757385,0.5045980154753587,,,,,
naive,3,1.607,SAT_S,PSO,10000,1.8366828309110184,1.0950475790346688,0.6459406591014905,0.6630399532440308,,,,,
naive,4,1.607,SAT_S,PSO,10000,2.092407292900083,1.171634392393321,0.5966443772722732,0.6027513644437649,,,,,
naive,5,1.607,SAT_S,PSO,10000,1.6957308349906772,1.0348484848484847,0.6731121281945682,0.6762002782874907,,,,,
naive,3,1.603,SAT_M,CRO,10000,46.7859463665241,4.295771074970185,0.4732666546954918,0.5489828715655858,,,,,
naive,4,1.603,SAT_M,CRO,10000,41.4835373645241,4.17952123446876,0.5329631201664689,0.59186823040528,,,,,
naive,5,1.603,SAT_M,CRO,10000,43.06908666640521,3.797204369824788,0.5151124245455585,0.5753536901103125,,,,,
naive,3,4.216,SAT_M,BBO,10000,25.994183229012275,3.8619059679294767,0.5472440382300872,0.5495933597392723,,,,,
naive,4,4.216,SAT_M,BBO,10000,20.260125801850453,3.2013892491430553,0.6471174853934897,0.6494705159239618,,,,,
naive,5,4.216,SAT_M,BBO,10000,22.66729092922173,3.2837871865163986,0.6051904760783604,0.6111032931663332,,,,,
naive,3,8.829,SAT_M,ACO,10000,25.01044617131958,3.577238738274061,0.5731016968682533,0.5733975512279021,,,,,
naive,4,8.829,SAT_M,ACO,10000,20.099683280792043,3.019779875566142,0.656922526400378,0.6569551406932527,,,,,
naive,5,8.829,SAT_M,ACO,10000,16.80969061265751,2.737515852979883,0.7130787531914499,0.7130807582016674,,,,,
naive,3,2.418,SAT_M,BRO,10000,7.313131502054301,2.066176418457707,0.5838855388271784,0.584228627959951,,,,,
naive,4,2.418,SAT_M,BRO,10000,5.69004689197136,1.809725501747574,0.6762384491738392,0.6762527957351709,,,,,
naive,5,2.418,SAT_M,BRO,10000,6.100128992977925,1.7329321213271716,0.6529049302224801,0.6529174696620434,,,,,
naive,3,2.411,SAT_M,PSO,10000,8.894160159976552,2.1576254495001783,0.5805931979530377,0.580596836780916,,,,,
naive,4,2.411,SAT_M,PSO,10000,9.329644954642728,2.1373086049916226,0.5600577812542338,0.5603648670865456,,,,,
naive,5,2.411,SAT_M,PSO,10000,9.15286536421552,2.077969332907604,0.5683938761023888,0.5693938702948713,,,,,
naive,3,2.674,SAT_L,CRO,10000,32.5304257366988,4.3404110121445,0.8004400203443307,0.8023595312691335,,,,,
naive,4,2.674,SAT_L,CRO,10000,20.217815490436834,3.360275151572994,0.8759725162956601,0.8768948943273035,,,,,
naive,5,2.674,SAT_L,CRO,10000,17.31186346921721,2.697578623110922,0.8937992650424715,0.893886661312726,,,,,
naive,3,6.891,SAT_L,BBO,10000,60.16053462894155,6.0707624996550456,0.7082590789964929,0.7082885602338204,,,,,
naive,4,6.891,SAT_L,BBO,10000,41.93569063896699,5.0355985547979,0.7966381601262438,0.7973154471913836,,,,,
naive,5,6.891,SAT_L,BBO,10000,44.83660900597699,4.874701534840942,0.7825705225733629,0.7825904826541008,,,,,
naive,3,17.331,SAT_L,ACO,10000,59.35608520089302,5.7659033229039816,0.6834153716770007,0.6895606014603479,,,,,
naive,4,17.331,SAT_L,ACO,10000,52.65379946625939,5.3792463874154,0.7191630230093295,0.7235284441493297,,,,,
naive,5,17.331,SAT_L,ACO,10000,48.02231998070614,4.921311618115631,0.7438657170390466,0.7473263004667781,,,,,
naive,3,5.095,SAT_L,BRO,10000,12.997732229919134,2.6340636722978,0.6989835643905109,0.699052594766332,,,,,
naive,4,5.095,SAT_L,BRO,10000,11.554371887664514,2.364232895771886,0.7324105636423859,0.7329397239470858,,,,,
naive,5,5.095,SAT_L,BRO,10000,10.536583656796871,2.15785002320716,0.7559816743593645,0.7561819423591785,,,,,
naive,3,4.8,SAT_L,PSO,10000,34.24137244860077,4.351662686257203,0.6431333266133112,0.6434919890618532,,,,,
naive,4,4.8,SAT_L,PSO,10000,40.29292467262355,4.647233612327312,0.5800635032803078,0.5853126167307813,,,,,
naive,5,4.8,SAT_L,PSO,10000,33.53150867401379,4.273885324235372,0.6505315909257258,0.6520077727908362,,,,,
naive,3,1.366,GC_S,CRO,10000,192.82907387733414,9.69996195471042,0.8046843872878204,0.8049627859100618,,,,,
naive,4,1.366,GC_S,CRO,10000,213.63935882224996,9.654509162297366,0.7836057528630297,0.7836233912517532,,,,,
naive,5,1.366,GC_S,CRO,10000,198.21394258858507,8.42689803268756,0.799230080473166,0.7994638003634846,,,,,
naive,3,6.758,GC_S,BBO,10000,509.51747009646846,16.780365688908713,0.7937177682832969,0.7937956818584951,,,,,
naive,4,6.758,GC_S,BBO,10000,373.6154918983785,13.645705443673362,0.8487387734553256,0.8489996457624509,,,,,
naive,5,6.758,GC_S,BBO,10000,257.8328706889778,10.281409213769438,0.895614295687297,0.895620019763048,,,,,
naive,3,30.186,GC_S,ACO,10000,821.2382093328468,20.86388489544592,0.3338863398442291,0.3341877255672496,,,,,
naive,4,30.186,GC_S,ACO,10000,813.0119726923168,20.21573861329927,0.34055871399299475,0.3426355524103556,,,,,
naive,5,30.186,GC_S,ACO,10000,959.7618452516348,22.10352201789507,0.22152857921968505,0.22347949021532187,,,,,
naive,3,2.682,GC_S,BRO,10000,10046.699542594539,78.64138963066007,0.5309554939546277,0.5309596466217289,,,,,
naive,4,2.682,GC_S,BRO,10000,8932.225785322316,74.05381487607211,0.5829862918066042,0.5832570711765948,,,,,
naive,5,2.682,GC_S,BRO,10000,7646.4785488860825,67.25756878719952,0.6430132364620719,0.64303705261679,,,,,
naive,3,3.018,GC_S,PSO,10000,381.7119101383604,14.122090661452733,0.7928512768241704,0.7941666842646562,,,,,
naive,4,3.018,GC_S,PSO,10000,334.9678002997329,12.308567620052456,0.8182185300114042,0.8201966600307015,,,,,
naive,5,3.018,GC_S,PSO,10000,213.26441403887964,11.002843121611251,0.8842649393596803,0.8855912559125433,,,,,
naive,3,1.046,GC_L,CRO,10000,106.01687288595483,7.849676059152038,0.7198480874327736,0.7198712336386928,,,,,
naive,4,1.046,GC_L,CRO,10000,98.86947624792819,6.711919125600926,0.738735239859668,0.7391743891544931,,,,,
naive,5,1.046,GC_L,CRO,10000,108.98367804195631,6.844580611180538,0.7120082397175687,0.7121601323471144,,,,,
naive,3,4.462,GC_L,BBO,10000,164.31209179853548,8.88138622923319,0.6948493120319457,0.6950255057069725,,,,,
naive,4,4.462,GC_L,BBO,10000,124.92662419857152,7.853084887105836,0.7679936704447673,0.7680435493997526,,,,,
naive,5,4.462,GC_L,BBO,10000,105.52531115002867,6.9189307938203095,0.8040246402866302,0.8042369570872486,,,,,
naive,3,18.492,GC_L,ACO,10000,105.63478500033037,8.046083637482138,0.45347745091264524,0.4557250900876936,,,,,
naive,4,18.492,GC_L,ACO,10000,103.9124536206345,7.867091972355127,0.46238827452062237,0.4817012497777987,,,,,
naive,5,18.492,GC_L,ACO,10000,125.95818543710823,8.644881036440433,0.34833030063637827,0.3671554543007265,,,,,
naive,3,2.228,GC_L,BRO,10000,3054.1882921775027,44.01328242794849,0.5539385944626514,0.5539408494598088,,,,,
naive,4,2.228,GC_L,BRO,10000,2541.899166808107,39.18112170034445,0.6287579524862041,0.6288179690778037,,,,,
naive,5,2.228,GC_L,BRO,10000,2116.1233346318627,35.692235866951535,0.6909421231972259,0.6909421337077664,,,,,
naive,3,1.674,GC_L,PSO,10000,103.76390197356962,7.377406219244454,0.6886888371316119,0.6925786020092034,,,,,
naive,4,1.674,GC_L,PSO,10000,108.55428433485557,7.3019709497168135,0.6743167917949204,0.6764718938035532,,,,,
naive,5,1.674,GC_L,PSO,10000,100.82955956213922,6.968509307926921,0.6974924145894942,0.6981131220581447,,,,,
naive,3,4.611,BT,CRO,10000,46.848891510109134,3.796510353116955,0.7792430862929043,0.7830035653862093,,,,,
naive,4,4.611,BT,CRO,10000,36.80640728011094,3.1687701925531,0.8265643302563438,0.8288658487619365,,,,,
naive,5,4.611,BT,CRO,10000,30.72908190645437,2.9862866993244364,0.8552013278423539,0.8567136263367778,,,,,
naive,3,15.339,BT,BBO,10000,40.00596540636219,4.262950268751547,0.8458468781532198,0.8458768693226757,,,,,
naive,4,15.339,BT,BBO,10000,33.82433881932329,3.554367725207616,0.8696662517592262,0.8700245535018354,,,,,
naive,5,15.339,BT,BBO,10000,31.13427666268532,3.078400282434375,0.880031742885249,0.8810674354295183,,,,,
naive,3,45.098,BT,ACO,10000,42.04921960783518,5.063119152755757,0.7605632221463677,0.7605836776995116,,,,,
naive,4,45.098,BT,ACO,10000,37.50408142468267,5.0448342459247195,0.7864441600477876,0.7866449107990884,,,,,
naive,5,45.098,BT,ACO,10000,39.42425179712953,4.960860207121471,0.7755103208185093,0.7755178117244574,,,,,
naive,3,8.019,BT,BRO,10000,28.78335536656054,4.173097651942556,0.40335704682920126,0.40350822535879804,,,,,
naive,4,8.019,BT,BRO,10000,25.963230779493628,3.900173497455288,0.4618147019742985,0.46181474569282077,,,,,
naive,5,8.019,BT,BRO,10000,23.915219067429675,3.7355949412223013,0.504267423015773,0.5043231642833119,,,,,
naive,3,7.45,BT,PSO,10000,43.61143790710918,5.348301294055223,0.7540403346500346,0.7561883618859173,,,,,
naive,4,7.45,BT,PSO,10000,39.95393771371801,5.107179203820487,0.7746678939958198,0.7786749228382868,,,,,
naive,5,7.45,BT,PSO,10000,38.880731570121085,4.776204076114434,0.7807205589983558,0.7858140850529298,,,,,
naive,3,0.697,SAT_S,CRO,10000,7.3569649187558,1.8275017253278112,0.6116418169368276,0.6557448176999134,,,,,
naive,4,0.697,SAT_S,CRO,10000,4.312397370786443,1.4931716833890747,0.7723579185085665,0.7861223684871271,,,,,
naive,5,0.697,SAT_S,CRO,10000,4.1321453405072885,1.4761717928278029,0.7818730312956612,0.786825672656037,,,,,
naive,3,1.455,SAT_S,BBO,10000,7.030130746209036,2.163482368753954,0.5833032018917543,0.6020804180785921,,,,,
naive,4,1.455,SAT_S,BBO,10000,7.802050502615563,2.1540854978354975,0.5375492177194758,0.5480779875828563,,,,,
naive,5,1.455,SAT_S,BBO,10000,7.904775198605508,2.0610973696911192,0.531460418883304,0.5483516434482967,,,,,
naive,3,3.481,SAT_S,ACO,10000,5.125636078263903,1.6857823071237703,0.40302932443114026,0.4031074942901346,,,,,
naive,4,3.481,SAT_S,ACO,10000,4.764815007906016,1.5879813573877504,0.44505329859592035,0.4507372546943156,,,,,
naive,5,3.481,SAT_S,ACO,10000,4.412803612730492,1.5302546944703812,0.4860512307895468,0.5011984196358656,,,,,
naive,3,1.124,SAT_S,BRO,10000,7.9248964517773315,2.227106591828574,0.27867942838527116,0.3101795233017396,,,,,
naive,4,1.124,SAT_S,BRO,10000,6.703668864493371,1.9642613393930202,0.3898350235014424,0.40786319540329397,,,,,
naive,5,1.124,SAT_S,BRO,10000,7.680528963276208,2.0441148597377023,0.30092164915903974,0.3134826779784813,,,,,
naive,3,1.086,SAT_S,PSO,10000,4.9648300895333115,1.7082030113411606,0.2781682897764729,0.2797233191326971,,,,,
naive,4,1.086,SAT_S,PSO,10000,5.010043550780219,1.6452099804689155,0.2715947496011939,0.2718041192538301,,,,,
naive,5,1.086,SAT_S,PSO,10000,4.390211423492725,1.5468060826046306,0.3617115262930375,0.36286459059417786,,,,,
naive,3,1.233,SAT_M,CRO,10000,15.983606976056835,3.1493699806980384,0.7922489064227698,0.7951433351429109,,,,,
naive,4,1.233,SAT_M,CRO,10000,20.648611048583543,2.740396359885386,0.7316143012888072,0.7321131861658007,,,,,
naive,5,1.233,SAT_M,CRO,10000,22.516455904654407,2.7550882450882463,0.7073365014115571,0.7075791858453011,,,,,
naive,3,3.233,SAT_M,BBO,10000,29.595756643037735,4.056321161614992,0.5255335450563599,0.5418066676534852,,,,,
naive,4,3.233,SAT_M,BBO,10000,22.634588712330675,3.5418558190259772,0.6371319985166437,0.6423850866720592,,,,,
naive,5,3.233,SAT_M,BBO,10000,22.664793823184542,3.522821695728101,0.6366477631567957,0.6523738517207309,,,,,
naive,3,8.118,SAT_M,ACO,10000,20.03232305210774,3.4690560322591306,0.6389166804515769,0.639086798753006,,,,,
naive,4,8.118,SAT_M,ACO,10000,16.71729040888208,2.944859653824638,0.6986702591111102,0.6991603332959948,,,,,
naive,5,8.118,SAT_M,ACO,10000,17.183704997935212,2.8693240347223914,0.6902631199259522,0.6944335275305161,,,,,
naive,3,2.454,SAT_M,BRO,10000,8.823184845173833,2.3265502344501714,0.49491816617950335,0.4951530449152197,,,,,
naive,4,2.454,SAT_M,BRO,10000,8.346398907424529,2.1610178013817873,0.5222117024709896,0.5223916016331843,,,,,
naive,5,2.454,SAT_M,BRO,10000,8.403276118570103,2.1655041268332726,0.5189557754319323,0.5192715355868722,,,,,
naive,3,2.333,SAT_M,PSO,10000,10.98854820065654,2.6248280098280103,0.07116004525150965,0.07116027507179035,,,,,
naive,4,2.333,SAT_M,PSO,10000,8.731766965227976,2.340623809523811,0.2619212397528421,0.2627676969942436,,,,,
naive,5,2.333,SAT_M,PSO,10000,10.373718885095936,2.5427446670976077,0.12313033497633752,0.13113355795946868,,,,,
naive,3,4.632,SAT_L,CRO,10000,29.96730290742739,3.736094639957259,0.7812019721363113,0.7861913341264396,,,,,
naive,4,4.632,SAT_L,CRO,10000,29.425572880817434,3.2558999788657346,0.7851572650708458,0.7893192125669652,,,,,
naive,5,4.632,SAT_L,CRO,10000,26.812572497526105,2.9562351407020606,0.8042353693779739,0.8071734146328833,,,,,
naive,3,6.847,SAT_L,BBO,10000,60.64087652277655,5.90468967428778,0.6759226847118822,0.6798801334125738,,,,,
naive,4,6.847,SAT_L,BBO,10000,54.48982696408867,5.577965322290892,0.7087951585527741,0.7176389061717202,,,,,
naive,5,6.847,SAT_L,BBO,10000,87.18277817663493,5.930024299599775,0.5340773037765831,0.5625165425102783,,,,,
naive,3,16.402,SAT_L,ACO,10000,46.83023024623228,5.412109602517326,0.7671250941479733,0.773636937427713,,,,,
naive,4,16.402,SAT_L,ACO,10000,42.97649331803002,4.768031954615359,0.7862887544506211,0.7869950668460276,,,,,
naive,5,16.402,SAT_L,ACO,10000,45.71762288306543,4.63551362158779,0.7726578095240331,0.7731057009012867,,,,,
naive,3,4.908,SAT_L,BRO,10000,17.475752303540467,3.13994571302926,0.501535503631611,0.5015601918374224,,,,,
naive,4,4.908,SAT_L,BRO,10000,15.799518041135574,2.8550413235817222,0.5493470800886553,0.549489080637951,,,,,
naive,5,4.908,SAT_L,BRO,10000,15.056879909418788,2.6679081433052265,0.5705295010729109,0.5715014307744072,,,,,
naive,3,4.675,SAT_L,PSO,10000,21.75758696475798,3.541321688324915,0.7766757278476065,0.7771977579617885,,,,,
naive,4,4.675,SAT_L,PSO,10000,19.272732291219246,3.2299705928621862,0.8021807786729283,0.8035074644850274,,,,,
naive,5,4.675,SAT_L,PSO,10000,20.424906682966185,3.228885665231963,0.7903546277377952,0.797621467418233,,,,,
naive,3,1.444,GC_S,CRO,10000,127.71122166093662,8.712426842278747,0.8598592197536679,0.8598795537797415,,,,,
naive,4,1.444,GC_S,CRO,10000,107.42013085263044,7.920279895251061,0.8821251511334081,0.8821283498535651,,,,,
