kind,depth,ps_budget,ps_population,avoid_ancestors,metrics,problem,pRef_method,pRef_size,mse,mae,r_sq,evs,cp
iai,3,,,,,GC_L,BBO,10000,269.0987774341875,11.381230037376818,0.5585307658590024,0.5622906249500903,0.25
iai,4,,,,,GC_L,BBO,10000,139.65778814097234,8.442573910526656,0.7708848127803205,0.7710168864685809,0.25
iai,5,,,,,GC_L,BBO,10000,113.34484079519306,6.618725356855974,0.8140524437279362,0.8143823190583085,0.25
iai,3,,,,,BT,BBO,10000,65.77031125600406,5.780558496349923,0.7851682538161835,0.7891737327067385,0.25
iai,4,,,,,BT,BBO,10000,48.78445359779026,4.535851644926284,0.8406507563535377,0.8406759141042668,0.25
iai,5,,,,,BT,BBO,10000,36.16083127104501,3.8878822282461734,0.8818844798349987,0.8833174607547148,0.25
iai,3,,,,,SAT_S,BRO,10000,9.109479349986843,2.35215934371524,0.23028637262567198,0.24148557873734677,0.25
iai,4,,,,,SAT_S,BRO,10000,8.60137843151307,2.319819749175948,0.27321881541464876,0.27839772091937787,0.25
iai,5,,,,,SAT_S,BRO,10000,8.60137843151307,2.319819749175948,0.27321881541464876,0.27839772091937787,0.25
iai,3,,,,,SAT_M,BRO,10000,8.766854803152684,2.1990990884629067,0.3977970166484339,0.39829628310607157,0.25
iai,4,,,,,SAT_M,BRO,10000,8.288423613053713,2.1414838048195057,0.4306608767756065,0.43109411535870035,0.25
iai,5,,,,,SAT_M,BRO,10000,7.647945722375305,2.009048723873398,0.4746558675901632,0.47471950777546856,0.25
iai,3,,,,,SAT_L,BRO,10000,27.284061546120007,4.146782953274908,0.5677278314409361,0.5707095617935098,0.25
iai,4,,,,,SAT_L,BRO,10000,21.328792803637736,3.5124207985816893,0.662079507393335,0.6646325072613425,0.25
iai,5,,,,,SAT_L,BRO,10000,18.330774634515144,3.1085777955718124,0.7095782939341677,0.7099208092845741,0.25
iai,3,,,,,GC_S,BRO,10000,9856.024811452999,76.69626972339984,0.44313178763008976,0.44322598325136453,0.25
iai,4,,,,,GC_S,BRO,10000,7867.500972929633,68.78763425556352,0.5554839515498367,0.5555050148228342,0.25
iai,5,,,,,GC_S,BRO,10000,7056.416740488219,64.89152815873884,0.60131044196981,0.6013221121668052,0.25
iai,3,,,,,GC_L,BRO,10000,4268.2575113572075,53.06157982522838,0.4388907177434712,0.4395511570656796,0.25
iai,4,,,,,GC_L,BRO,10000,3460.020144261651,46.5172931709982,0.5451423878306607,0.5473449296878943,0.25
iai,5,,,,,GC_L,BRO,10000,2490.4089091983797,39.844655130688416,0.6726084234966345,0.6726182931123592,0.25
iai,3,,,,,BT,BRO,10000,20.1092015714527,3.451690159469804,0.14554515186053396,0.14701535109948372,0.25
iai,4,,,,,BT,BRO,10000,17.950483194184507,3.2056382096786895,0.23727069236349885,0.23979514928230516,0.25
iai,5,,,,,BT,BRO,10000,16.487290057654533,3.03486351735717,0.29944285095617384,0.30041564984817526,0.25
iai,3,,,,,SAT_S,CRO,10000,5.816693770128696,1.94836043792517,0.6241374127209072,0.6242536826281195,0.25
iai,4,,,,,SAT_S,CRO,10000,5.816693770128696,1.94836043792517,0.6241374127209072,0.6242536826281195,0.25
iai,5,,,,,SAT_S,CRO,10000,5.816693770128696,1.94836043792517,0.6241374127209072,0.6242536826281195,0.25
iai,3,,,,,SAT_M,CRO,10000,16.465142624649143,3.3182288273464717,0.5531352211085818,0.617625412220123,0.25
iai,4,,,,,SAT_M,CRO,10000,15.316109494145516,2.846009545035001,0.584320036661454,0.5873132869677931,0.25
iai,5,,,,,SAT_M,CRO,10000,7.982237839578628,2.1909438537171275,0.7833616732902109,0.7970465128900874,0.25
iai,3,,,,,SAT_L,CRO,10000,33.265310703563024,4.306516805177176,0.6591017945229773,0.660052450021029,0.25
iai,4,,,,,SAT_L,CRO,10000,33.265310703563024,4.306516805177176,0.6591017945229773,0.660052450021029,0.25
iai,5,,,,,SAT_L,CRO,10000,21.53652309051672,3.513788979366229,0.7792967533297309,0.7801392602898927,0.25
iai,3,,,,,GC_S,CRO,10000,706.2515871948287,17.79725,0.6870769684356974,0.6892645549793337,0.25
iai,4,,,,,GC_S,CRO,10000,347.0817420910375,14.311160619457604,0.8462164575556764,0.8462480370133978,0.25
iai,5,,,,,GC_S,CRO,10000,292.98665317522523,12.63211124667258,0.8701846857666904,0.8701860297541254,0.25
iai,3,,,,,GC_L,CRO,10000,152.80229302605366,7.967176870748349,0.25769853308491375,0.26836036478032366,0.25
iai,4,,,,,GC_L,CRO,10000,77.71535399633014,5.415909244264517,0.6224649504214907,0.6390827519488425,0.25
iai,5,,,,,GC_L,CRO,10000,71.84837874447891,5.441943014743363,0.6509662526569298,0.6711311267605191,0.25
iai,3,,,,,BT,CRO,10000,93.7145854418516,5.5158391054694595,0.4764013681007109,0.485557169115466,0.25
iai,4,,,,,BT,CRO,10000,24.429277294816213,3.303197623764927,0.8635096542384981,0.8635447114169009,0.25
iai,5,,,,,BT,CRO,10000,42.154195039636186,3.580034361917679,0.7644776557725419,0.7667546954088514,0.25
iai,3,,,,,SAT_S,PSO,10000,5.096251007793611,1.633333333333334,0.05010706067752202,0.13388764284821952,0.25
iai,4,,,,,SAT_S,PSO,10000,5.096251007793611,1.633333333333334,0.05010706067752202,0.13388764284821952,0.25
iai,5,,,,,SAT_S,PSO,10000,5.096251007793611,1.633333333333334,0.05010706067752202,0.13388764284821952,0.25
iai,3,,,,,SAT_M,PSO,10000,15.926564594556849,3.2116755945272772,0.03973477998264796,0.04696640417661402,0.25
iai,4,,,,,SAT_M,PSO,10000,15.926564594556849,3.2116755945272772,0.03973477998264796,0.04696640417661402,0.25
iai,5,,,,,SAT_M,PSO,10000,15.926564594556849,3.2116755945272772,0.03973477998264796,0.04696640417661402,0.25
iai,3,,,,,SAT_L,PSO,10000,26.77064209391238,4.325940594059409,-0.014900601036955008,-2.220446049250313e-16,0.25
iai,4,,,,,SAT_L,PSO,10000,26.77064209391238,4.325940594059409,-0.014900601036955008,-2.220446049250313e-16,0.25
iai,5,,,,,SAT_L,PSO,10000,26.77064209391238,4.325940594059409,-0.014900601036955008,-2.220446049250313e-16,0.25
iai,3,,,,,GC_S,PSO,10000,772.177551020409,23.092857142857167,-0.042219134253265844,0.0,0.25
iai,4,,,,,GC_S,PSO,10000,772.177551020409,23.092857142857167,-0.042219134253265844,0.0,0.25
iai,5,,,,,GC_S,PSO,10000,772.177551020409,23.092857142857167,-0.042219134253265844,0.0,0.25
iai,3,,,,,GC_L,PSO,10000,185.38301282051282,9.570512820512821,-0.01605538679408469,0.0,0.25
iai,4,,,,,GC_L,PSO,10000,185.38301282051282,9.570512820512821,-0.01605538679408469,0.0,0.25
iai,5,,,,,GC_L,PSO,10000,185.38301282051282,9.570512820512821,-0.01605538679408469,0.0,0.25
iai,3,,,,,BT,PSO,10000,32.95349581403798,4.697995715687616,-0.004955299574632921,-2.220446049250313e-16,0.25
iai,4,,,,,BT,PSO,10000,32.95349581403798,4.697995715687616,-0.004955299574632921,-2.220446049250313e-16,0.25
iai,5,,,,,BT,PSO,10000,32.95349581403798,4.697995715687616,-0.004955299574632921,-2.220446049250313e-16,0.25
naive,3,,,,,SAT_S,CRO,10000,8.97372084377563,2.4389277389277386,0.4431070145605136,0.4445448559152322,
naive,4,,,,,SAT_S,CRO,10000,6.366542628447393,2.0396825396825395,0.6049038082410321,0.6054417200577031,
naive,5,,,,,SAT_S,CRO,10000,4.393326474254861,1.4233354880413709,0.7273580559445253,0.7292264328415119,
naive,3,,,,,SAT_S,BBO,10000,6.738630146118257,2.0903954058112277,0.3017264720446704,0.3149179970267124,
naive,4,,,,,SAT_S,BBO,10000,6.907265034132432,1.9248556343837646,0.2842521077248181,0.2910032007096125,
naive,5,,,,,SAT_S,BBO,10000,6.470765414722716,1.693760262725779,0.3294832782427545,0.3401327314782223,
naive,3,,,,,SAT_S,ACO,10000,3.2017497182610337,1.3161405102581574,0.47125390367003495,0.47153805642536095,
naive,4,,,,,SAT_S,ACO,10000,2.6862489589567495,1.2191755616387974,0.5563851719208568,0.5588979584756221,
naive,5,,,,,SAT_S,ACO,10000,2.8243555319269156,1.1480719006294444,0.533577857870355,0.5392699912294345,
naive,3,,,,,SAT_S,BRO,10000,5.73784690322623,1.788615658942304,0.3844999805671545,0.3846803790515422,
naive,4,,,,,SAT_S,BRO,10000,6.324043173684405,1.8311071623052237,0.3216185858656684,0.3223387256065653,
naive,5,,,,,SAT_S,BRO,10000,5.766776680427944,1.8027270140052096,0.3813966774065507,0.3897024191996712,
naive,3,,,,,SAT_S,PSO,10000,2.871798578418185,1.3426245711959996,0.3658338012368476,0.36697400423869564,
naive,4,,,,,SAT_S,PSO,10000,2.433495303190366,1.1388280456683237,0.4626223169933278,0.4629946146354056,
naive,5,,,,,SAT_S,PSO,10000,2.7065057473589342,1.2379566730437728,0.4023346641954826,0.4041421665196243,
naive,3,,,,,SAT_M,CRO,10000,19.127190277821473,2.9978403102769864,0.6285882532477156,0.6297130496887542,
naive,4,,,,,SAT_M,CRO,10000,22.646071317502514,2.9909545744617,0.5602586274857508,0.561603174392219,
naive,5,,,,,SAT_M,CRO,10000,23.953368981893114,3.0233178344289477,0.5348735237667014,0.5374305619643408,
naive,3,,,,,SAT_M,BBO,10000,18.649524900378065,3.30950421940928,0.6136287097585624,0.6214550701939248,
naive,4,,,,,SAT_M,BBO,10000,22.90363420948331,3.5680761267717775,0.5254942553224722,0.5279884539875277,
naive,5,,,,,SAT_M,BBO,10000,21.194638304822107,3.455767821921669,0.5609003558118146,0.5675010058583174,
naive,3,,,,,SAT_M,ACO,10000,11.534575434434341,2.6750781738586604,0.764046623209712,0.7640543150788172,
naive,4,,,,,SAT_M,ACO,10000,9.142500090367658,2.3278524853853164,0.8129793523056055,0.8130938345427832,
naive,5,,,,,SAT_M,ACO,10000,7.955467740079328,2.123249743922921,0.8372615023510855,0.8372714213337178,
naive,3,,,,,SAT_M,BRO,10000,9.91493258755318,2.5116338756971,0.4785816051848928,0.48080890349587646,
naive,4,,,,,SAT_M,BRO,10000,8.461031975180342,2.2552052582726607,0.5550410784924394,0.5593317591008475,
naive,5,,,,,SAT_M,BRO,10000,7.002905707065578,1.9710652726548972,0.6317227756642978,0.6380142370628082,
naive,3,,,,,SAT_M,PSO,10000,20.94340205119117,3.4864091630918983,-0.23033926340541333,-0.22909064161001802,
naive,4,,,,,SAT_M,PSO,10000,21.433717342363146,3.5509942518674134,-0.2591432825758626,-0.2578035566300225,
naive,5,,,,,SAT_M,PSO,10000,20.912401322188938,3.4493682196139024,-0.22851809729341244,-0.2241761598924379,
