kind,depth,ps_budget,ps_population,avoid_ancestors,metrics,problem,pRef_method,pRef_size,mse,mae,r_sq,evs,cp
ps,3,5000.0,100.0,False,simplicity variance,BT,PSO,10000,50.42057072700549,5.720409058581073,0.12555578953114443,0.16005611651868945,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,BT,PSO,10000,28.502234477768376,4.642900506542753,-0.07233695490248904,-0.07056874621620102,
ps,4,5000.0,100.0,False,simplicity variance,BT,PSO,10000,35.369855073536556,4.43833328741229,0.039900248450412734,0.06382480145976699,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,BT,PSO,10000,45.23356669738163,5.689641390422797,-0.04916224368875466,-0.048541593117110926,
ps,5,5000.0,100.0,False,simplicity variance,BT,PSO,10000,46.98543224929913,5.633235558813911,0.13266547933945683,0.13376476583057728,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,BT,PSO,10000,44.9013933718154,5.420152263363429,-0.1184460702706327,-0.11809722947549495,
ps,3,5000.0,100.0,False,simplicity variance,GC_L,PSO,10000,147.16618755468568,9.515426069104814,-0.03855802410881437,-0.037185366718421875,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,GC_L,PSO,10000,206.10657037079037,11.670780200191965,-0.0179007319669382,0.008813279591571743,
ps,4,5000.0,100.0,False,simplicity variance,GC_L,PSO,10000,193.45702240370798,11.296985428051002,-0.5462954392431301,-0.49305687166573553,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,GC_L,PSO,10000,204.05613827453416,10.400489043402606,-0.03424212097764756,-0.033305437507875846,
ps,5,5000.0,100.0,False,simplicity variance,GC_L,PSO,10000,269.3475265419378,12.813516081871352,-0.3178116666272215,-0.26563584264602014,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,GC_L,PSO,10000,237.48574105372091,12.352424658674659,-0.5141911569352264,-0.4886559411023268,
ps,3,5000.0,100.0,False,simplicity variance,GC_S,PSO,10000,405.5619884680678,16.28371287006791,0.0604274629657775,0.07651242361274302,
ps,3,5000.0,100.0,False,simplicity variance estimated_atomicity,GC_S,PSO,10000,442.77497579140356,16.397762536818632,0.13965458620751803,0.18205204768926464,
ps,4,5000.0,100.0,False,simplicity variance,GC_S,PSO,10000,608.5324576456001,19.435975067713027,0.11872334145062235,0.12931632546060112,
ps,4,5000.0,100.0,False,simplicity variance estimated_atomicity,GC_S,PSO,10000,361.8269834085552,16.027956989247308,-0.20483621294394183,-0.18728532846392598,
ps,5,5000.0,100.0,False,simplicity variance,GC_S,PSO,10000,500.92084727077616,18.34314700215152,-0.05068870279399773,-0.015771673900925265,
ps,5,5000.0,100.0,False,simplicity variance estimated_atomicity,GC_S,PSO,10000,689.2693625506661,20.365057791537666,0.04308334589657592,0.0716917637223844,
iai,3,,,,,SAT_S,PSO,10000,5.311633731116577,2.0303602442374844,0.09357435409793535,0.0940877379694095,0.25
iai,4,,,,,SAT_S,PSO,10000,5.311633731116577,2.0303602442374844,0.09357435409793535,0.0940877379694095,0.25
iai,5,,,,,SAT_S,PSO,10000,3.8032347833702214,1.6431131592421917,0.35098131393391974,0.3510452830518005,0.25
iai,3,,,,,SAT_M,PSO,10000,18.760176610020373,3.597431743804148,0.1257729044003646,0.14235112251097393,0.25
iai,4,,,,,SAT_M,PSO,10000,20.627888789156074,3.5992955930083865,0.038737231564014984,0.0457418456538341,0.25
iai,5,,,,,SAT_M,PSO,10000,20.627888789156074,3.5992955930083865,0.038737231564014984,0.0457418456538341,0.25
iai,3,,,,,SAT_L,PSO,10000,22.368825580014384,3.6535464535464532,-0.052943872406917336,3.3306690738754696e-16,0.25
iai,4,,,,,SAT_L,PSO,10000,22.368825580014384,3.6535464535464532,-0.052943872406917336,3.3306690738754696e-16,0.25
iai,5,,,,,SAT_L,PSO,10000,22.368825580014384,3.6535464535464532,-0.052943872406917336,3.3306690738754696e-16,0.25
iai,3,,,,,GC_S,PSO,10000,588.351183853925,19.60046995000232,0.30509748272705395,0.3052811552145498,0.25
iai,4,,,,,GC_S,PSO,10000,588.351183853925,19.60046995000232,0.30509748272705395,0.3052811552145498,0.25
iai,5,,,,,GC_S,PSO,10000,588.351183853925,19.60046995000232,0.30509748272705395,0.3052811552145498,0.25
iai,3,,,,,GC_L,PSO,10000,133.7900390625,9.635416666666666,-0.11672650272432183,1.1102230246251565e-16,0.25
iai,4,,,,,GC_L,PSO,10000,133.7900390625,9.635416666666666,-0.11672650272432183,1.1102230246251565e-16,0.25
iai,5,,,,,GC_L,PSO,10000,133.7900390625,9.635416666666666,-0.11672650272432183,1.1102230246251565e-16,0.25
iai,3,,,,,BT,PSO,10000,27.316709628223002,4.238210908307389,0.06358127693769333,0.07119506283456534,0.25
iai,4,,,,,BT,PSO,10000,27.316709628223002,4.238210908307389,0.06358127693769333,0.07119506283456534,0.25
iai,5,,,,,BT,PSO,10000,27.316709628223002,4.238210908307389,0.06358127693769333,0.07119506283456534,0.25
naive,3,,,,,SAT_S,PSO,10000,5.014425895594075,1.7766213478729134,0.13278568292954118,0.15334752609400792,
naive,4,,,,,SAT_S,PSO,10000,5.201880563368849,1.785803561190558,0.10036654361414965,0.11963677356476687,
naive,5,,,,,SAT_S,PSO,10000,5.107325885353192,1.71663097433532,0.11671919738319114,0.14235101678301798,
naive,3,,,,,SAT_M,PSO,10000,22.361146268291176,3.5210063294303793,-0.3884371865932428,-0.38833850060950703,
naive,4,,,,,SAT_M,PSO,10000,27.30886199235547,3.7978932564172814,-0.6956482936429869,-0.695272283412512,
